"canonical_skill_id","alias_skill_id","alias_path","reason","merge_allowed","status"
"chatgpt-global:gh-fix-ci","github:gh-fix-ci","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\gh-fix-ci\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:gh-fix-ci","github:gh-fix-ci","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\gh-fix-ci\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:github","github:github","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\github\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:github","github:github","C:\Users\enzo1\.codex\plugins\cache\openai-curated\github\015c0dff\skills\github\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:gmail","gmail:gmail","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\gmail\0.1.3\skills\gmail\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:gmail","gmail:gmail","C:\Users\enzo1\.codex\plugins\cache\openai-curated\gmail\015c0dff\skills\gmail\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:gmail-inbox-triage","gmail:gmail-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\gmail\0.1.3\skills\gmail-inbox-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:gmail-inbox-triage","gmail:gmail-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\gmail\015c0dff\skills\gmail-inbox-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar","google-calendar:google-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar","google-calendar:google-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-daily-brief","google-calendar:google-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar-daily-brief\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-daily-brief","google-calendar:google-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-daily-brief\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-free-up-time","google-calendar:google-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar-free-up-time\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-free-up-time","google-calendar:google-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-free-up-time\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-group-scheduler","google-calendar:google-calendar-group-scheduler","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar-group-scheduler\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-group-scheduler","google-calendar:google-calendar-group-scheduler","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-group-scheduler\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-meeting-prep","google-calendar:google-calendar-meeting-prep","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar-meeting-prep\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-calendar-meeting-prep","google-calendar:google-calendar-meeting-prep","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-calendar\015c0dff\skills\google-calendar-meeting-prep\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-docs","google-drive:google-docs","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.7\skills\google-docs\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-docs","google-drive:google-docs","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-docs\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-drive","google-drive:google-drive","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.7\skills\google-drive\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-drive","google-drive:google-drive","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-drive\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-drive-comments","google-drive:google-drive-comments","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.7\skills\google-drive-comments\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-drive-comments","google-drive:google-drive-comments","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-drive-comments\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-sheets","google-drive:google-sheets","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.7\skills\google-sheets\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-sheets","google-drive:google-sheets","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-sheets\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-slides","google-drive:google-slides","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.7\skills\google-slides\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:google-slides","google-drive:google-slides","C:\Users\enzo1\.codex\plugins\cache\openai-curated\google-drive\015c0dff\skills\google-slides\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:ideate","product-design:ideate","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\ideate\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:image-to-code","product-design:image-to-code","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\image-to-code\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:index","chatgpt-global:index","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\index\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:index","data-analytics:index","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\index\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:index","product-design:index","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\index\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:jupyter-notebooks","data-analytics:jupyter-notebooks","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\jupyter-notebooks\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:kpi-reporting","data-analytics:kpi-reporting","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\kpi-reporting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:market-sizing","data-analytics:market-sizing","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\market-sizing\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:metric-diagnostics","data-analytics:metric-diagnostics","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\metric-diagnostics\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:openai-api-troubleshooting","openai-developers:openai-api-troubleshooting","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\openai-developers\1.2.3\skills\openai-api-troubleshooting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:openai-api-troubleshooting","openai-developers:openai-api-troubleshooting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\openai-api-troubleshooting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:openai-platform-api-key","openai-developers:openai-platform-api-key","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\openai-developers\1.2.3\skills\openai-platform-api-key\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:openai-platform-api-key","openai-developers:openai-platform-api-key","C:\Users\enzo1\.codex\plugins\cache\openai-curated\openai-developers\015c0dff\skills\openai-platform-api-key\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar","outlook-calendar:outlook-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-calendar\0.1.3\skills\outlook-calendar\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar","outlook-calendar:outlook-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-daily-brief","outlook-calendar:outlook-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-calendar\0.1.3\skills\outlook-calendar-daily-brief\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-daily-brief","outlook-calendar:outlook-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-daily-brief\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-free-up-time","outlook-calendar:outlook-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-calendar\0.1.3\skills\outlook-calendar-free-up-time\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-free-up-time","outlook-calendar:outlook-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-free-up-time\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-group-scheduler","outlook-calendar:outlook-calendar-group-scheduler","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-calendar\0.1.3\skills\outlook-calendar-group-scheduler\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-group-scheduler","outlook-calendar:outlook-calendar-group-scheduler","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-group-scheduler\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-meeting-prep","outlook-calendar:outlook-calendar-meeting-prep","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-calendar\0.1.3\skills\outlook-calendar-meeting-prep\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-meeting-prep","outlook-calendar:outlook-calendar-meeting-prep","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-meeting-prep\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-shared-calendars","outlook-calendar:outlook-calendar-shared-calendars","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-calendar\0.1.3\skills\outlook-calendar-shared-calendars\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-calendar-shared-calendars","outlook-calendar:outlook-calendar-shared-calendars","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-calendar\015c0dff\skills\outlook-calendar-shared-calendars\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email","outlook-email:outlook-email","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-email\0.1.3\skills\outlook-email\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email","outlook-email:outlook-email","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-inbox-triage","outlook-email:outlook-email-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-email\0.1.3\skills\outlook-email-inbox-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-inbox-triage","outlook-email:outlook-email-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-inbox-triage\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-reply-drafting","outlook-email:outlook-email-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-email\0.1.3\skills\outlook-email-reply-drafting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-reply-drafting","outlook-email:outlook-email-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-reply-drafting\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-shared-mailboxes","outlook-email:outlook-email-shared-mailboxes","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-email\0.1.3\skills\outlook-email-shared-mailboxes\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-shared-mailboxes","outlook-email:outlook-email-shared-mailboxes","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-shared-mailboxes\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-subscription-cleanup","outlook-email:outlook-email-subscription-cleanup","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-email\0.1.3\skills\outlook-email-subscription-cleanup\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-subscription-cleanup","outlook-email:outlook-email-subscription-cleanup","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-subscription-cleanup\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-task-extraction","outlook-email:outlook-email-task-extraction","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\outlook-email\0.1.3\skills\outlook-email-task-extraction\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:outlook-email-task-extraction","outlook-email:outlook-email-task-extraction","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-task-extraction\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:product-business-analysis","data-analytics:product-business-analysis","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\product-business-analysis\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:prototype","product-design:prototype","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\prototype\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:report-to-google-doc","data-analytics:report-to-google-doc","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\report-to-google-doc\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:report-to-google-slides","data-analytics:report-to-google-slides","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\report-to-google-slides\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:report-to-pdf","data-analytics:report-to-pdf","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\report-to-pdf\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:research","product-design:research","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\research\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:share","product-design:share","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\product-design\0.1.46\skills\share\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint","sharepoint:sharepoint","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint","sharepoint:sharepoint","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-powerpoint","sharepoint:sharepoint-powerpoint","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint-powerpoint\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-powerpoint","sharepoint:sharepoint-powerpoint","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-powerpoint\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-shared-doc-maintenance","sharepoint:sharepoint-shared-doc-maintenance","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint-shared-doc-maintenance\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-shared-doc-maintenance","sharepoint:sharepoint-shared-doc-maintenance","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-shared-doc-maintenance\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-site-discovery","sharepoint:sharepoint-site-discovery","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint-site-discovery\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-site-discovery","sharepoint:sharepoint-site-discovery","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-site-discovery\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
"chatgpt-global:sharepoint-spreadsheet-formula-builder","sharepoint:sharepoint-spreadsheet-formula-builder","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\sharepoint\0.1.3\skills\sharepoint-spreadsheet-formula-builder\SKILL.md","plugin cache duplicate/reference; do not merge into canon by default","false","PLUGIN_CACHE_REFERENCE"
