"skill_id","path","category","source","owner_agent","reviewer_agent","description_status","trigger_keywords","trigger_boundary","allowed_actions","blocked_actions","validator","evidence","stop_condition","quality_status","next_action"
"no-inference-runtime-effect-guard",".agents/skills/no-inference-runtime-effect-guard/SKILL.md","runtime_safety","d_drive_governed","rey.frontier_guardian|court.sdu_gate","court.thot_schema","PASS","no inference|target ambiguity","exact target governed order","count_candidates|record_noop|require_rollback_postcheck|validate_identity","fuzzy_target|nearest_row|manual_guess|historical_assumption|production|secrets",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","candidate_count_not_one","PASS","review after runtime effect guard change"
"vsi-superficie-viva-task-runner",".agents/skills/vsi-superficie-viva-task-runner/SKILL.md","runbook","d_drive_governed","codex.workspace_guardian|rey.control_plane_orchestrator","court.seshat_evidence","PASS","VSI|VS Code Insiders","current governed order","execute_queue_row|prepare_order_packet|run_validator|record_evidence|update_task_status_after_validation","live_provider_call|secret_handling|production|secrets|destructive_cleanup|agent_contract_rename|action_outside_scope",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","skill_metadata_missing_or_ambiguous","PASS","review after VSI task or live surface recipe change"
"cabina-github-plugin-adapter",".agents/skills/cabina-github-plugin-adapter/SKILL.md","plugin_adapter","d_drive_governed","rey.repo_cartographer|court.seshat_evidence","court.thot_schema","PASS","GitHub|plugin adapter","current governed order","inspect_repo|branch|commit|push|open_pr|update_pr|record_evidence","force_push|branch_delete|production|secrets|permission_change",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","skill_metadata_missing_or_ambiguous","PASS","review after GitHub adapter change"
"cabina-teams-plugin-adapter",".agents/skills/cabina-teams-plugin-adapter/SKILL.md","plugin_adapter","d_drive_governed","rey.frontier_guardian|universe.escribania_tower|universe.modo_on_tower","court.seshat_evidence","PASS","Teams|plugin adapter","exact target governed order","resolve_target|read_context|prepare_message|record_evidence","production|secrets|permission_change|unbound_action",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","skill_metadata_missing_or_ambiguous","PASS","review after Teams adapter change"
"cabina-sharepoint-plugin-adapter",".agents/skills/cabina-sharepoint-plugin-adapter/SKILL.md","plugin_adapter","d_drive_governed","rey.frontier_guardian|universe.escribania_tower|universe.modo_on_tower","court.sdu_gate","PASS","SharePoint|plugin adapter","exact target governed order","resolve_target|read_context|publish_sanitized|record_evidence","production|secrets|permission_change|unbound_action",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","skill_metadata_missing_or_ambiguous","PASS","review after SharePoint adapter change"
"cabina-document-plugin-adapter",".agents/skills/cabina-document-plugin-adapter/SKILL.md","plugin_adapter","d_drive_governed","tech.reference_librarian|court.seshat_evidence","court.thot_schema","PASS","Documents|plugin adapter","current governed scope","create_artifact|validate_artifact|record_evidence|route_regulated_boundary","production|secrets|regulated_data_dump|unbound_action",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","skill_metadata_missing_or_ambiguous","PASS","review after document adapter change"
"cabina-superpowers-methodology-adapter",".agents/skills/cabina-superpowers-methodology-adapter/SKILL.md","methodology","d_drive_governed","rey.control_plane_orchestrator|court.thot_schema|codex.workspace_guardian","court.seshat_evidence","PASS","Superpowers|methodology","current governed scope","select_method|apply_method|validate_delta|record_evidence","production|secrets|permission_change|unbound_action",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","skill_metadata_missing_or_ambiguous","PASS","review after methodology adapter change"
"dataverse-atomic-segment-runner",".agents/skills/dataverse-atomic-segment-runner/SKILL.md","dataverse_governance","d_drive_governed","rey.frontier_guardian|court.sdu_gate","court.thot_schema","PASS","Dataverse|atomic segment","exact target governed order","resolve_row|apply_segment|postcheck|rollback","prod|test|default|production|secrets|candidate_count_not_one",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","candidate_count_not_one","PASS","review after Dataverse segment runner change"
"parallel-agentic-repo-audit",".agents/skills/parallel-agentic-repo-audit/SKILL.md","audit","d_drive_governed","rey.control_plane_orchestrator|court.seshat_evidence|codex.workspace_guardian","court.thot_schema","PASS","repo audit|parallel","current governed scope","split_lanes|audit_exact_scope|fan_in|record_evidence","global_scan_without_scope|production|secrets|permission_change",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","lane_scope_overlap","PASS","review after parallel audit chain change"
"agileagentcanvas-help",".agents/skills/agileagentcanvas-help/SKILL.md","router","d_drive_governed","rey.control_plane_orchestrator|codex.workspace_guardian","court.thot_schema","PASS","Agile Agent Canvas|help","current governed scope","classify_intent|route_skill|route_agent|record_evidence","invented_skill|production|secrets|unbound_action",".agents/codex/tools/local_validate_skill_metadata.ps1","skill_metadata_result","capability_use_preflight_missing","PASS","review after canvas routing change"
