"item_id","item_type","source_surface","source_path","display_name","carril","status","owner_agent","reviewer_agent","requires_live","requires_secret","requires_mcp","requires_openai","requires_data_analytics","gate_required","runner_or_command","validator","evidence","rollback","stop_condition","notes"
"cabina-agent-md-refactor","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-agent-md-refactor\SKILL.md","cabina-agent-md-refactor","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when AGENTS.md, Codex UI prompts, project instructions, or local governance instructions in cabina-universal-d need pruning, normalization, drift review, or instruction precedence checks without weakening AGENTS.md canon."
"cabina-commit-work","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-commit-work\SKILL.md","cabina-commit-work","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when durable repo work in cabina-universal-d or registered repos must move through GitHub branch, explicit staging, commit, push, draft PR, checks, and readback under cabina governance."
"cabina-context-refresh","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-context-refresh\SKILL.md","cabina-context-refresh","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Restore current working context fast from local matrices, readbacks, skills, branch state, and active gates. Use when Codex needs a compact rehydration pass before continuing interrupted Cabina or Dataverse work."
"cabina-continuity-readback","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-continuity-readback\SKILL.md","cabina-continuity-readback","READBACK_CLOSEOUT","ACTIVE_LOCAL","court.seshat_evidence","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Produce a compact continuity packet with verified state, stale items, risks, rollback, and the next lane. Use when Codex needs a short operational readback that keeps work agile without repeating full inventory."
"cabina-decision-matrix","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-decision-matrix\SKILL.md","cabina-decision-matrix","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Route a task to the right Cabina lane using a compact decision matrix. Use when Codex needs to choose the next best skill or action fast."
"cabina-document-plugin-adapter","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-document-plugin-adapter\SKILL.md","cabina-document-plugin-adapter","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when Documents, Spreadsheets, Presentations, or PDF plugin work in D:\ needs local artifact handling, regulated-data boundary, render QA, or export evidence."
"cabina-github-actions-templates","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-github-actions-templates\SKILL.md","cabina-github-actions-templates","REPO_RECOVERY","ACTIVE_LOCAL","rey.repo_cartographer","court.sdu_gate","true","false","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when creating or reviewing GitHub Actions, Copilot instructions, issue forms, PR templates, workflow permissions, checks, or repo automation templates for cabina-governed repos."
"cabina-github-plugin-adapter","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-github-plugin-adapter\SKILL.md","cabina-github-plugin-adapter","REPO_RECOVERY","ACTIVE_LOCAL","rey.repo_cartographer","court.sdu_gate","true","false","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when GitHub plugin or gh CLI work in D:\ needs issue, PR, branch, commit, push, check, or merge handling under Cabina governance."
"cabina-lane-selector","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-lane-selector\SKILL.md","cabina-lane-selector","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Select the smallest Cabina lane needed for a task. Use when Codex needs a one-line routing choice fast."
"cabina-mini-router","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-mini-router\SKILL.md","cabina-mini-router","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Route a task through a one-line Cabina lane map. Use when Codex needs the smallest possible routing choice."
"cabina-naming-analyzer","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-naming-analyzer\SKILL.md","cabina-naming-analyzer","GOVERNANCE","ACTIVE_LOCAL","court.maat_governance","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when agent ids, repo ids, matrix ids, skill ids, recipe ids, tool ids, aliases, folders, or stop conditions need canonical naming, alias mapping, cross-matrix synchronization, or vocabulary checks in cabina-universal-d."
"cabina-session-handoff","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-session-handoff\SKILL.md","cabina-session-handoff","READBACK_CLOSEOUT","ACTIVE_LOCAL","court.seshat_evidence","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when a Cabina Universal session, PR, agent lane, or interrupted task needs a compact handoff or readback with verified branch, PR, commit, validator evidence, risks, next lanes, and stop conditions."
"cabina-sharepoint-plugin-adapter","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-sharepoint-plugin-adapter\SKILL.md","cabina-sharepoint-plugin-adapter","SHAREPOINT_GUARD","ACTIVE_LOCAL","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when SharePoint plugin work in D:\ needs site, library, list, document, metadata, or evidence handling under Microsoft live gates."
"cabina-start-paper","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-start-paper\SKILL.md","cabina-start-paper","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Open a compact workpaper for a new or resumed Cabina task. Use when Codex needs a short starting packet instead of a full re-scan."
"cabina-superpowers-methodology-adapter","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-superpowers-methodology-adapter\SKILL.md","cabina-superpowers-methodology-adapter","UNKNOWN","ACTIVE_LOCAL","court.sdu_gate","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when Superpowers methodology in D:\ needs planning, debugging, verification, subagent, worktree, or skill-writing guidance under Cabina governance."
"cabina-teams-plugin-adapter","skill",".codex/skills","C:\Users\enzo1\.codex\skills\cabina-teams-plugin-adapter\SKILL.md","cabina-teams-plugin-adapter","SHAREPOINT_GUARD","ACTIVE_LOCAL","anubis.frontier_guardian","court.sdu_gate","true","true","false","false","false","external_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Use when Teams plugin work in D:\ needs channel, chat, message, notification, digest, reply, or Planner handling under Microsoft live gates."
"canon-documental","skill",".codex/skills","C:\Users\enzo1\.codex\skills\canon-documental\SKILL.md","canon-documental","GOVERNANCE","ACTIVE_LOCAL","court.maat_governance","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Turn atomic document atlases in Documents, Documents\\Codex, and Documents\\GitHub into stable canon, indexes, actas, readbacks, hitos, and reusable learnings. Use when inventorying document surfaces, classifying files by role, consolidating sources of truth, or promoting durable findings into a navigable document system."
"capacity","skill",".agents/skills","C:\Users\enzo1\.agents\skills\microsoft-foundry\models\deploy-model\capacity\SKILL.md","capacity","DATAVERSE_METADATA","ACTIVE_LOCAL","thot_schema","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Discovers available Azure OpenAI model capacity across regions and projects. Analyzes quota limits, compares availability, and recommends optimal deployment locations based on capacity requirements. USE FOR: find capacity, check quota, where can I deploy, capacity discovery, best region for capacity, multi-project capacity search, quota analysis, model availability, region comparison, check TPM availability. DO NOT USE FOR: actual deployment (hand off to preset or customize after discovery), quota increase requests (direct user to Azure Portal), listing existing deployments."
"chatgpt-apps","skill",".codex/skills","C:\Users\enzo1\.codex\skills\chatgpt-apps\SKILL.md","chatgpt-apps","OPENAI_DEVELOPERS","ACTIVE_LOCAL","tech.reference_librarian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Build, scaffold, refactor, and troubleshoot ChatGPT Apps SDK applications that combine an MCP server and widget UI. Use when Codex needs to design tools, register UI resources, wire the MCP Apps bridge or ChatGPT compatibility APIs, apply Apps SDK metadata or CSP or domain settings, or produce a docs-aligned project scaffold. Prefer a docs-first workflow by invoking the openai-docs skill or OpenAI developer docs MCP tools before generating code."
"chatgpt-global:agents-sdk","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\openai-developers\1.2.2\skills\agents-sdk\SKILL.md","agents-sdk","OPENAI_DEVELOPERS","PLUGIN_CACHE_REFERENCE","tech.reference_librarian","court.sdu_gate","false","false","false","true","false","openai_owner_gate","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Build, run, deploy, and evaluate OpenAI Agents SDK apps from Codex. Use when the user asks to create or adapt an Agents SDK app, build from a prompt or Codex thread, prepare a runnable agent prototype, add a focused eval harness, or deploy locally through the Agents SDK Deployment Manager."
"chatgpt-global:analyze-data-quality","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\analyze-data-quality\SKILL.md","analyze-data-quality","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Assess whether tables, query results, files, or dataframes are trustworthy enough for analysis, modeling, dashboards, experiments, or pipelines. Use for grain, freshness, nulls, duplicates, schema drift, broken joins, referential integrity, distribution shifts, leakage, backfills, source mismatches, automated quality checks, and data-quality regressions."
"chatgpt-global:audit","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\product-design\0.1.46\skills\audit\SKILL.md","audit","UNKNOWN","PLUGIN_CACHE_REFERENCE","court.sdu_gate","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Audit or critique a product flow, journey, workflow, funnel, onboarding path, checkout path, settings path, screen, or multi-step product experience by capturing screenshots first, placing them in Figma or a local folder, then reporting UX, design, and accessibility findings from that evidence. Use when the user asks to audit, critique, review, inspect, assess, or evaluate a product experience."
"chatgpt-global:build-chatgpt-app","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\openai-developers\1.2.2\skills\build-chatgpt-app\SKILL.md","build-chatgpt-app","OPENAI_DEVELOPERS","PLUGIN_CACHE_REFERENCE","tech.reference_librarian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Build, scaffold, refactor, and troubleshoot ChatGPT Apps SDK applications that combine an MCP server and widget UI. Use when Codex needs to design tools, register UI resources, wire the MCP Apps bridge or ChatGPT compatibility APIs, apply Apps SDK metadata or CSP or domain settings, or produce a docs-aligned project scaffold. Prefer a docs-first workflow by invoking the openai-docs skill or OpenAI developer docs MCP tools before generating code."
"chatgpt-global:build-dashboard","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\build-dashboard\SKILL.md","build-dashboard","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Build source-backed analytical dashboards that help teams monitor performance, explore drivers, and act on product or business metrics. Use when the user needs a dashboard, scorecard, monitoring view, BI dashboard, MCP artifact dashboard, or Streamlit dashboard with clear metrics, filters, validation, and handoff."
"chatgpt-global:build-report","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\data-analytics\0.1.41-cf2b8b6c00d3\skills\build-report\SKILL.md","build-report","DATA_ANALYTICS","PLUGIN_CACHE_REFERENCE","faraday.integration_guard","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Build polished analytical reports for executive, product, business, and technical audiences, and act as the completion contract for Data Analytics report runs. Use when the final artifact needs an answer-first narrative, evidence-backed findings, charts/tables, caveats, source metadata, and either an MCP app report or an HTML report with Seaborn-generated charts."
"chatgpt-global:chatgpt-app-submission","skill",".codex/plugins/cache","C:\Users\enzo1\.codex\plugins\cache\chatgpt-global\openai-developers\1.2.2\skills\chatgpt-app-submission\SKILL.md","chatgpt-app-submission","OPENAI_DEVELOPERS","PLUGIN_CACHE_REFERENCE","tech.reference_librarian","court.sdu_gate","false","false","false","false","false","none","SKILL.md","tools.validate","operativa/archive/legacy-root/20260622/W4_SKILL_RECIPE_PLUGIN_RECONCILIATION_MATRIX_20260622.csv","revert W4 matrix rows","missing SKILL.md or live/cost surface without gate","Inspect a ChatGPT Apps MCP server codebase and generate chatgpt-app-submission.json with app info suggestions, tool hint justifications, test cases, and negative test cases, then report review-check findings and outputSchema warnings for submission review."
