"path","root","extension","size_bytes","git_state","read_state","file_kind","theme_primary","theme_secondary","sdu_agent_owner","version_wave","gate_id","target_repo","surface","status_detected","live_boundary","owner_required","rollback_required","postcheck_required","canonical_role","reconciliation_decision","next_action","notes"
"inventarios/CODEX_ROOT_MOVE_RESULTS.json","inventarios",".json","48146","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","codex","agents","Maat","","","","Codex","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/CODEXLOCAL_INDEX_ONLY_CROSSWALK_20260615.csv","inventarios",".csv","2915","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;sdu-runtime;codex;agents;security-boundary;multirepo","Anubis","0.1.x","","","GitHub","","NO_LIVE_OR_NO_EXTERNAL_DECLARED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/CODEXLOCAL_SPLIT_CABINA_20260615.csv","inventarios",".csv","1749","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;codex;agents;multirepo;inventory","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/CODEXLOCAL_SURFACE_MAP_20260615.csv","inventarios",".csv","2212","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;codex;agents;multirepo","Thot","0.1.x","","","Dataverse","","NO_LIVE_OR_NO_EXTERNAL_DECLARED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/CUMPLIMIENTO_SURFACE_MAP_20260616.csv","inventarios",".csv","2026","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;codex;agents;inventory","Thot","0.4.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/CUMPLIMIENTO_SURFACE_MAP_20260616.md","inventarios",".md","2107","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;codex;agents;inventory","Anubis","0.4.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","true","true","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/DATAVERSE_BOTS_LIVE_20260616.csv","inventarios",".csv","8438","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","agents","Thot","0.1.x","","","Dataverse","HOLD","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/DATAVERSE_SDU_SGIN_SOLUTIONCOMPONENTS_20260616.csv","inventarios",".csv","148479","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","sdu-runtime","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/DATAVERSE_SDU_TABLE_COUNTS_LIVE_20260616.csv","inventarios",".csv","825","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","sdu-runtime;agents","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/DATAVERSE_SOLUTIONS_LIVE_20260616.csv","inventarios",".csv","205016","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;agents;security-boundary;inventory","Anubis","0.5.x","","","Dataverse","PASS","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","inventarios",".csv","257322","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;agents;security-boundary","Anubis","0.1.x","","","Dataverse","BLOCKED","LOCAL_OR_UNSPECIFIED","true","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","inventarios",".csv","1723","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","sdu-runtime;agents","Thot","0.1.x","","","Dataverse","HOLD","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/GITHUB_REPOS_CANONICAL_20260615.csv","inventarios",".csv","2456","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","microsoft;sdu-runtime;agents;multirepo","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/HILOS_A_CANON_20260615.md","inventarios",".md","2673","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;sdu-runtime;codex;agents;inventory","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/INDICE_COMPACTO.md","inventarios",".md","3676","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;codex;workbook;agents;inventory","Thot","","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/INDICE_INVENTARIOS.md","inventarios",".md","5582","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;workbook;agents;security-boundary;inventory","Anubis","","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/MAPA.md","inventarios",".md","3860","TRACKED_CLEAN","CONTENT_SCANNED","CORE_INDEX","github","dataverse;microsoft;codex;workbook;agents;inventory","Seshat","","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_LIVE_ENTRYPOINT","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/MULTIREPO_ALIGNMENT_16_20260621.csv","inventarios",".csv","4827","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;agents;security-boundary;multirepo","Anubis","0.2.x","","universo-rey/projec-cdx","GitHub","","LOCAL_OR_UNSPECIFIED","true","false","true","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/MULTIREPO_ALIGNMENT_16_20260621.json","inventarios",".json","11136","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;agents;security-boundary;multirepo","Anubis","0.2.x","","universo-rey/projec-cdx","GitHub","","LOCAL_OR_UNSPECIFIED","true","false","true","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/PATRONES_A_SKILLS_20260615.md","inventarios",".md","3446","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;codex;workbook;agents;security-boundary;inventory","Anubis","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/PLANNER_TASKS_SANITIZED_COUNTS_20260616.csv","inventarios",".csv","4211","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","microsoft","","Thot","0.1.x","","","Microsoft","","LOCAL_OR_UNSPECIFIED","true","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/PROJEC_CDX_ROOT_INVENTORY.csv","inventarios",".csv","2546","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","workbook;agents;inventory","Thot","","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/PROJEC_CDX_ROOT_INVENTORY.md","inventarios",".md","941","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;codex;workbook;agents;inventory","Thot","","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/RAIZ_DISCO_20260615.md","inventarios",".md","1399","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","sdu-runtime;codex;inventory","Horus","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/README.md","inventarios",".md","4604","TRACKED_CLEAN","CONTENT_SCANNED","CORE_INDEX","github","dataverse;microsoft;sdu-runtime;codex;workbook;agents;inventory","Seshat","","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_LIVE_ENTRYPOINT","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/RESOLUCION_INVENTARIOS_20260615.md","inventarios",".md","1712","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","codex;security-boundary;inventory","Anubis","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SGIN_COMPONENT_CANDIDATE_COUNTS_20260616.csv","inventarios",".csv","15572","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;security-boundary","Anubis","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","inventarios",".csv","7597","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime;agents","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SGIN_GROUP_SITE_DRIVE_PLAN_PROBES_20260616.csv","inventarios",".csv","1664","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","microsoft","","Thot","0.1.x","","","Microsoft","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SGIN_OWN_GOVERNANCE_LINK_SEARCH_20260616.csv","inventarios",".csv","569","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","inventory","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SGIN_SHAREPOINT_LISTS_LIVE_20260616.csv","inventarios",".csv","15157","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","microsoft","","Thot","0.1.x","","","Microsoft","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SHAREPOINT_SITES_LIVE_20260616.csv","inventarios",".csv","0","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","inventory","","Maat","0.1.x","","","Inventory","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SKILLS_UNIFIED_TABLE.csv","inventarios",".csv","41734","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;workbook;agents;security-boundary;multirepo;inventory","Anubis","","","","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","true","true","true","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SKILLS_UNIFIED_TABLE.md","inventarios",".md","30882","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;workbook;agents;security-boundary;multirepo;inventory","Anubis","","","","GitHub","BLOCKED","LOCAL_OR_UNSPECIFIED","true","true","true","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SKILLS_UNIFIED_TABLE.xlsx","inventarios",".xlsx","22998","TRACKED_CLEAN","INVENTORIED_ONLY","INVENTORY","inventory","","Maat","","","","Inventory","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","OPTIONAL_BINARY_INSPECTION","generated_by_local_reconciliation_scan_20260622"
"inventarios/SPGOVERNANCE_COMPONENT_DISAMBIGUATION_20260616.csv","inventarios",".csv","3171","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;sdu-runtime","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/SPGOVERNANCE_SHAREPOINT_SITEURL_VALUE_20260616.csv","inventarios",".csv","443","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","microsoft;security-boundary","Anubis","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/TEAMS_LIVE_20260616.csv","inventarios",".csv","1685","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","microsoft","","Thot","0.1.x","","","Microsoft","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/TEMAS_RELACIONES_20260615.md","inventarios",".md","2729","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;agents;inventory","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/W1_REPOS_DIRTY_TRIAGE_20260617.csv","inventarios",".csv","9246","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;agents;multirepo;inventory","Thot","0.1.x","","universo-rey/cabina-universal-d.git","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/W1_REPOS_DIRTY_TRIAGE_20260617.json","inventarios",".json","15142","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;agents;multirepo;inventory","Thot","0.1.x","","universo-rey/cabina-universal-d.git","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/WORKBENCH_COMPLETION_ENVIRONMENTS_20260617.csv","inventarios",".csv","1709","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","codex;agents;inventory","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/WORKBENCH_COMPLETION_ENVIRONMENTS_20260617.json","inventarios",".json","3759","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","dataverse","codex;agents;inventory","Thot","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/WORKBENCH_COMPLETION_GAPS_20260617.csv","inventarios",".csv","7519","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;agents;multirepo;inventory","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","true","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/WORKBENCH_COMPLETION_GAPS_20260617.json","inventarios",".json","11904","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;agents;multirepo;inventory","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","true","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/WORKBENCH_COMPLETION_REPOS_20260617.csv","inventarios",".csv","5028","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;codex;agents;multirepo;inventory","Thot","0.1.x","","universo-rey/cabina-universal-d.git","GitHub","","NO_LIVE_OR_NO_EXTERNAL_DECLARED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"inventarios/WORKBENCH_COMPLETION_REPOS_20260617.json","inventarios",".json","9167","TRACKED_CLEAN","CONTENT_SCANNED","INVENTORY","github","dataverse;microsoft;sdu-runtime;agents;multirepo;inventory","Thot","0.1.x","","universo-rey/cabina-universal-d.git","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","INVENTORY_LAYER","KEEP_INVENTORY_INDEX","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260616/20260616-limpieza-repos-findings.md","operativa",".md","2411","TRACKED_CLEAN","CONTENT_SCANNED","OTHER","github","dataverse;microsoft;sdu-runtime;codex;agents;multirepo;inventory","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","OPERATIVE_SUPPORT","CLASSIFY_SECOND_PASS","SECOND_PASS_CONTENT_CLASSIFICATION","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260616/20260616-limpieza-repos-progress.md","operativa",".md","1973","TRACKED_CLEAN","CONTENT_SCANNED","OTHER","github","dataverse;microsoft;sdu-runtime;codex;agents;multirepo;inventory","Thot","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","false","false","false","OPERATIVE_SUPPORT","CLASSIFY_SECOND_PASS","SECOND_PASS_CONTENT_CLASSIFICATION","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260616/20260616-limpieza-repos-task-plan.md","operativa",".md","7651","TRACKED_CLEAN","CONTENT_SCANNED","OTHER","dataverse","codex;agents;security-boundary;inventory","Anubis","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","true","false","OPERATIVE_SUPPORT","CLASSIFY_SECOND_PASS","SECOND_PASS_CONTENT_CLASSIFICATION","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260617/AB_CANON_CONTEXT_PR_MATRIX_20260617.csv","operativa",".csv","1227","TRACKED_CLEAN","CONTENT_SCANNED","MATRIX","github","sdu-runtime;codex;agents;multirepo","Codex","0.1.x","","universo-rey/cabina-universal-d.git","GitHub","PASS","LOCAL_OR_UNSPECIFIED","false","false","false","OPERATIVE_SUPPORT","KEEP_MATRIX_FOR_RECONCILIATION","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260615/ACTA_ARCHIVO_RAMAS_HISTORICAS_20260615.md","operativa",".md","1687","TRACKED_CLEAN","CONTENT_SCANNED","ACTA","dataverse","codex;workbook;agents;multirepo;inventory","Anubis","0.1.x","","","Dataverse","","LOCAL_OR_UNSPECIFIED","false","true","false","EVIDENCE_LAYER","KEEP_EVIDENCE_CHRONOLOGY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260615/ACTA_AUDITAR_CLASIFICACION_20260615.md","operativa",".md","1875","TRACKED_CLEAN","CONTENT_SCANNED","ACTA","microsoft","sdu-runtime;agents;multirepo;inventory","Narrador","0.1.x","","","Microsoft","","LOCAL_OR_UNSPECIFIED","false","false","false","EVIDENCE_LAYER","KEEP_EVIDENCE_CHRONOLOGY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260615/ACTA_CIERRE_CADENA_GITHUB_AUDITAR_20260615.md","operativa",".md","3778","TRACKED_CLEAN","CONTENT_SCANNED","ACTA","github","dataverse;microsoft;codex;workbook;agents;security-boundary;inventory","Anubis","0.1.x","","","GitHub","","LOCAL_OR_UNSPECIFIED","true","true","true","EVIDENCE_LAYER","KEEP_EVIDENCE_CHRONOLOGY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260615/ACTA_CIERRE_REPOS_GIT_MAIN_ONLY_20260615.md","operativa",".md","2333","TRACKED_CLEAN","CONTENT_SCANNED","ACTA","microsoft","sdu-runtime;codex;agents;security-boundary;multirepo;inventory","Anubis","0.1.x","","","Microsoft","PASS","LOCAL_OR_UNSPECIFIED","false","true","false","EVIDENCE_LAYER","KEEP_EVIDENCE_CHRONOLOGY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
"operativa/archive/legacy-root/20260615/ACTA_COBERTURA_ATOMICA_ENERGETICA_20260615.md","operativa",".md","1080","TRACKED_CLEAN","CONTENT_SCANNED","ACTA","dataverse","microsoft;codex;agents;inventory","Thot","0.1.x","","","Dataverse","PASS","LOCAL_OR_UNSPECIFIED","false","false","false","EVIDENCE_LAYER","KEEP_EVIDENCE_CHRONOLOGY","KEEP_INDEXED","generated_by_local_reconciliation_scan_20260622"
