"captured_at_local","solution_unique_name","friendly_name","solution_id","is_managed","version","created_on","modified_on","classification","source"
"2026-06-16T17:57:17-03:00","CascadeGrantRevokeAccessVersionTracker","CascadeGrantRevokeAccessVersionTracker","f5475132-b12d-411d-ad59-988c0c123df6","True","2.0.1.0","27/11/2025 21:56:26","27/11/2025 21:56:35","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CDSRuntimeExtensions_Anchor","Delimitador de la solución CDSRuntimeExtensions","4ecddca8-e6c3-47e8-82c3-031c5a1c0f2f","True","1.0.0.3","28/11/2025 00:28:34","28/11/2025 00:28:35","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CDSTransactionalAnalyticsApp_Anchor","Delimitador de la solución CDSTransactionalAnalyticsApp","565cecdf-b28d-4892-91d6-4ac720aae88d","True","1.0.0.0","28/11/2025 00:32:40","28/11/2025 00:32:41","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ChangeTrackingApp_Anchor","ChangeTrackingApp Solution Anchor","046a1dd2-5511-4eed-8047-af3b534d352c","True","1.0.0.0","28/11/2025 00:38:46","28/11/2025 00:38:48","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ChannelAPIIntegrationFramework","Marco de integración de API de canal","0c8f1593-1dde-40a0-9ad6-eb82f9c28466","True","9.2.0.49","28/11/2025 07:29:58","28/11/2025 07:31:42","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ChannelAPIIntegrationFrameworkAnalytics","Análisis con el marco de integración de API de canal","c342087b-d595-418d-985c-68393b2fefa4","True","9.2.26062.1005","28/11/2025 07:37:57","14/6/2026 06:41:14","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ComponentHistoryAPIs","API de historial de componentes de Microsoft Dynamics 365","ff845c85-4bde-4355-8214-a0c475c0d0af","True","9.1.0.38","27/11/2025 20:46:42","27/11/2025 20:46:46","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ComponentVersioning_Anchor","Component Versioning Solution Anchor","44123151-1c04-4346-ae8d-3335a3a1261b","True","9.1.0.766","27/11/2025 21:44:22","31/3/2026 05:10:12","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CRMDesigners","Microsoft Dynamics 365 Designers","9b30ea87-9db7-4dd4-945f-64ce207261fa","True","9.0.1.494","28/11/2025 03:36:45","28/11/2025 03:36:57","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CRMSettingsAPIs","Microsoft Dynamics 365 Settings APIs","37b45939-d0cd-40be-80c4-9ac2ec2c5635","True","10.0.1.1","27/11/2025 20:53:34","27/11/2025 20:53:44","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CurrencyExtensionApp_Anchor","CurrencyExtensionApp Anchor Solution","81167d9b-28f4-463f-88bf-9cc2dd242dc5","True","1.0.0.0","27/11/2025 21:25:22","27/11/2025 21:25:23","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CustomAPIExtensionsApp_Anchor","Delimitador de solución CustomAPIExtensions","bc0e15f4-5707-4b1f-b6dc-3273f8af03c3","True","1.0.0.3","27/11/2025 21:12:49","27/11/2025 21:12:49","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","CustomControlsCore","Custom Controls Core","8c195057-b40e-4ac2-aeeb-410007a43848","True","9.2.26062.00135","27/11/2025 20:35:17","14/6/2026 20:24:11","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataArchivalApp_Anchor","DataArchivalApp Solution Anchor","07a11925-8d54-4e1a-bef6-24cb80086b29","True","1.0.0.2","28/11/2025 00:58:44","28/11/2025 00:58:46","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataEngineCascading","Motor de datos en cascada","5b83c84e-4c0d-4bcd-9290-a8f98ee5cb21","True","3.0.3.2","27/11/2025 21:59:39","18/4/2026 12:17:32","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataEngineCascadingXRM","DataEngineCascadingXRM Solution","2cb9c09d-769b-4ffb-870c-d8312f8b6313","True","1.0.0.0","28/11/2025 01:31:17","28/11/2025 01:31:20","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataengineSchemaChanges","DataEngine Schema Changes","b866f794-c756-49c1-b15e-32b0dc476f0f","True","2.0.1.0","27/11/2025 21:58:54","27/11/2025 21:58:58","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataEngineSPsAndIndexes","Common component changes","e63c3408-c18a-4ae3-ba4e-8cbafcc8c3ef","True","1.0.7.0","27/11/2025 21:58:05","23/1/2026 05:47:46","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataflowSolution","Power Platform Dataflows","87c1d556-0331-468d-a553-a54222203f00","True","1.0.0.566","27/11/2025 21:48:02","27/11/2025 21:48:19","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataLakeExtensionApp_Anchor","DataLakeExtensionApp Solution Anchor","656a1837-09eb-45c7-a864-1fb8b62c26ad","True","1.0.0.2","28/11/2025 01:23:31","28/11/2025 01:23:32","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","datalakeworkspaces","Áreas de trabajo de Data Lake","9fb06573-e819-43bb-973b-35f9925e65c6","True","1.0.77.0","27/11/2025 21:38:07","27/11/2025 21:39:23","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataSyncExtensionApp_Anchor","DataSyncExtensionApp Solution Anchor","9c5d2895-1e90-4491-9516-0eeb666b11f8","True","1.0.0.56","28/11/2025 00:49:34","28/11/2025 00:49:35","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DataValidationApp_Anchor","DataValidationApp Solution Anchor","cd6d3065-e2ff-421a-bbd9-d044d27f3d96","True","1.0.0.4","28/11/2025 03:57:45","28/11/2025 03:57:47","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DecisionEngine","Motor de decisión de Dynamics 365 UR","37cf2d0b-f652-4adb-8900-02b777f4ece2","True","1.5.26042.1013","28/11/2025 09:41:47","2/5/2026 09:27:25","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DefaultWorkspaceProd","DefaultWorkspaceProd","3a5a98b7-448e-419e-be39-f13a68a556cc","True","1.0.11.0","27/11/2025 21:40:06","27/11/2025 21:40:10","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DupDetectionSolutionAwareApp_Anchor","DupDetectionSolutionAwareApp Solution Anchor","6788e40c-89ca-438c-974e-0adeb7bda34b","True","1.0.0.0","28/11/2025 00:53:36","28/11/2025 00:53:37","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_AnalyticsUx","UX de análisis de marketing de Dynamics","a3f27229-d7ca-450c-9dbc-2416ab848055","True","1.2.437.57","28/11/2025 11:57:17","1/6/2026 03:07:55","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_BaseSolution","Solución base de Dynamics Marketing","2baca0cc-1534-4a17-a550-960654847b7b","True","1.2.437.46","28/11/2025 12:01:11","1/6/2026 03:12:22","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_Consent","Consentimiento de marketing de Dynamics","495dec29-b04a-417a-83e2-162a28254c17","True","1.2.437.47","28/11/2025 12:07:52","1/6/2026 03:19:22","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_ConsentAppUser","Dynamics Marketing Consent Application User","3032014f-314b-4eb7-b956-6f0e50033b57","True","1.1.59107.0","28/11/2025 12:36:57","28/11/2025 12:37:04","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_ConsentProvider","Dynamics Marketing Consent Providers","8b863682-3ffc-4703-8919-690306ff4b92","True","1.1.58549.0","28/11/2025 12:05:54","28/11/2025 12:07:05","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_CxpAnalytics","Cxp Analytics","e4d7df8c-39fd-4f4b-9127-19fc25eeadb7","True","1.1.64781.0","28/11/2025 12:38:34","1/6/2026 03:41:30","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_CxpExperimentation","Experimentación de Dynamics Marketing","30f82c14-e80f-4cbf-9c7f-abe03e831686","True","1.1.59877.0","28/11/2025 12:15:15","28/11/2025 12:15:49","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_CxpExperimentationUser","Usuario de experimentación de Dynamics Marketing","39b31b42-10b4-459a-839f-d7deedfee7be","True","1.1.59877.0","28/11/2025 12:37:46","28/11/2025 12:37:50","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_CxpPersonalizationUIAppUser","Dynamics Marketing Personalization UI Application User","10b58d25-24ba-4d67-bcc7-814d1c76b9a1","True","1.1.59868.0","28/11/2025 12:36:02","28/11/2025 12:36:14","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_CxpSalesAnchorSolution","Integración de ventas de Dynamics 365 CXP","dd769e96-d6f8-49ba-8fbc-0c4774d86029","True","1.2.437.67","28/11/2025 12:39:27","1/6/2026 03:41:44","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_EmailEditorCanvasShared","Dynamics Marketing Email Editor Canvas shared","c658498b-0276-43e8-86cc-4468c4f763d3","True","1.1.57027.114","28/11/2025 09:30:12","28/11/2025 09:30:24","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_EmailEditorShared","Dynamics Marketing Email Editor Shared Controls","76d9d3f6-c8be-42bb-89b5-50ccbf9b200e","True","1.2.437.59","28/11/2025 09:31:08","1/6/2026 03:40:53","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_FeatureConfiguration","Dynamics Marketing Feature Configuration","865540f2-2548-48d4-bbf8-2e7226e057bd","True","1.1.64781.0","28/11/2025 12:04:19","1/6/2026 03:12:42","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_MetadataStore","Almacén de metadatos de Dynamics Marketing","a7c61531-6ef9-4725-b2d2-8a0eeaefbda2","True","1.1.64781.0","28/11/2025 12:34:21","1/6/2026 03:41:10","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_PersonalizationUI","UI de personalización de Dynamics Marketing","1532e50a-2c13-4254-865f-b4063bd299fd","True","1.2.437.47","28/11/2025 12:30:27","1/6/2026 03:28:33","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_SharedChannelExtensions","Extensiones de definiciones de canal compartido de Dynamics","a4fcb6f2-7a5b-4679-8818-54b634559807","True","1.2.437.49","28/11/2025 12:23:52","1/6/2026 03:25:20","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_SharedMarketingControls","Dynamics Marketing Shared Controls","dded30be-04e8-465f-871e-3be3d151fffd","True","1.2.437.42","28/11/2025 09:28:48","1/6/2026 02:59:46","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_SharedSmsChannels","Canales SMS compartidos","24e6dda7-925a-4a2c-a461-d27b2d7c69f9","True","1.1.61382.0","28/11/2025 12:25:00","22/2/2026 08:34:49","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","DynamicsMKT_SharedSmsChannelsUser","Usuario de la aplicación de canales de SMS compartidos de Dynamics Marketing","78e6ae7e-f50d-4171-ad1d-b467a14f5bc1","True","1.1.59572.0","28/11/2025 12:29:31","28/11/2025 12:29:37","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EmailDescriptionBlobStore_XRM","Almacén de blobs de descripción del correo electrónico","d6007857-0cbf-405f-879a-d4333ba28c69","True","1.8","28/11/2025 01:32:06","28/11/2025 01:32:17","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EmailEngagement","Interacción por correo electrónico","8cb2e923-402f-4de0-8f44-89636de14e41","True","9.0.1.7018","28/11/2025 08:37:04","28/11/2025 08:37:27","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EmailEngagementPatch_managed","Interacción por correo electrónico","8ca16201-8175-4ee3-b942-865911cfd709","True","9.0.3.394","28/11/2025 08:38:09","20/2/2026 09:26:34","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EntityDataProviderExtensions","EntityDataProviderExtensions","c5647df9-886e-4f64-9ed1-32801112a955","True","1.0.0.17","27/11/2025 21:06:20","27/11/2025 21:06:22","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EnvironmentVariables","Environment Variables","e245efac-e70c-457b-ae12-c1b5ff109f4d","True","1.0.2406.4","27/11/2025 22:19:04","27/11/2025 22:19:25","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EnvironmentVariablesPrepareForOneToOne","Prepare Environment Variables data to onboard as One-One","994c5f93-b5f0-47da-b7bd-3e8472da9437","True","1.0.0.2","27/11/2025 22:20:50","27/11/2025 22:20:51","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EnvironmentVariablesPrivilegeOverridesSolution","Environment Variables Privilege Overrides Solution","ddbe3897-1dfa-4632-a18a-43bc57248329","True","1.0.2406.4","27/11/2025 22:20:07","27/11/2025 22:20:09","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EnvironmentVariablesSolutionAnchor","Environment Variables Solution Anchor","9b11ab37-2904-4653-89a8-1780adf80333","True","1.0.2406.4","27/11/2025 22:22:53","27/11/2025 22:22:54","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","EnvironmentVariablesV2","Environment Variables V2","d9eae75c-3f01-40ac-973d-9056ce22a2a7","True","1.0.2408.1","27/11/2025 22:21:33","27/11/2025 22:22:12","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ExportSolutionUpload","ExportSolutionUpload","9b3ef1bd-30ec-4de7-8438-ee44b43fa3ce","True","1.0.4.0","27/11/2025 20:49:31","17/5/2026 22:14:42","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","FileStoreExtensionApp_Anchor","FileStoreExtensionApp Solution Anchor","18175ef8-45e2-4396-8a4c-8e8b45234978","True","1.0.1.0","27/11/2025 20:54:48","27/1/2026 05:36:24","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","FileStoreServiceExtension","File Store Service Extension","773d5668-a0a8-47da-8f68-a1c9ece49380","True","1.0.11.0","27/11/2025 20:55:36","27/1/2026 05:37:10","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","FileStoreServiceExtensionXrm","File Store Service Extension XRM","71537432-59e3-4c25-a6ca-4e085703249a","True","1.0.4.0","27/11/2025 20:56:23","27/1/2026 05:37:40","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","GuidedHelp","GuidedHelp","e0ba5dda-cd7e-4561-bc8e-7b7d59387ed1","True","1.2.0.2","28/11/2025 09:13:01","28/11/2025 09:14:13","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","InsightsAppPlatformApp_Anchor","InsightsAppPlatformApp Solution Anchor","8bcfb8d0-0439-4c85-a261-91ca2ae03e02","True","1.0.3.99","27/11/2025 23:20:54","27/11/2025 23:20:54","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","IoTConnector","IoT Connector for Microsoft Dynamics 365","642ad2ff-ecf0-4793-ae8c-1b620e6c87df","True","1.8.53.0","28/11/2025 05:53:06","28/11/2025 05:56:31","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","IoTProviders","Proveedores de Azure IoT para Microsoft Dynamics 365","2d2d7db4-f53e-42fd-bc56-0bfa8b631f75","True","1.10.2.0","28/11/2025 05:57:16","28/11/2025 05:57:29","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","LicenseEnforcement","Aplicación de licencias","8b43a348-6e85-497b-9fbe-976a6dfdb342","True","2.10.0.0","27/11/2025 22:08:34","27/11/2025 22:08:49","live_rows_confirmed","dataverse_webapi_solutions"
"2026-06-16T17:57:17-03:00","ManagedAnalyticsApp_Anchor","ManagedAnalyticsApp Solution Anchor","52c58fcf-c4ca-43e7-9aef-e165a4d3c9e1","True","9.1.0.201","27/11/2025 23:12:50","27/11/2025 23:12:51","live_rows_confirmed","dataverse_webapi_solutions"
