"captured_at_local","evidence_file","match_family","primary_name","primary_id","classification","notes"
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SharePoint","Enable SharePoint","5781ead7-31cc-f011-8543-002248028cf4","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SharePoint","Is SharePoint Enabled","7081ead7-31cc-f011-8543-002248028cf4","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SharePoint","Provision SharePoint Document Libraries","7a81ead7-31cc-f011-8543-002248028cf4","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Dispatch_Matrix_Items_To_Work_Queues","0cbefa7c-515f-f111-a826-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_OpenAI_Assisted_Metadata_Classifier","1b5d09a0-515f-f111-a826-00224805f9dd","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Process_Connection_Seed_Work_Items","ee762781-515f-f111-a826-00224805f2e4","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Process_Dataverse_Apply_Work_Items","65468687-515f-f111-a826-00224805fc91","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Process_Drift_Detection_Work_Items","2739dd89-515f-f111-a826-00224805fcc4","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Work_Queue_Agent_Dispatcher","7c838398-515f-f111-a826-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Work_Queue_Evidence_Closeout","378ceb98-515f-f111-a826-00224805f9dd","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Work_Queue_Exception_Handler","372f8191-515f-f111-a826-00224805f9dd","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SDU","SDU_Work_Queue_Gate_Review_Handler","282f8191-515f-f111-a826-00224805f9dd","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKFLOWS_LIVE_20260616.csv","SharePoint","Set SharePoint Document Status","5e608378-66a9-4c45-8b65-962c74d8155f","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Agent.Dispatch.Queue","310d36ee-3f5f-f111-a826-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Dataverse.Apply.Queue","513da9e9-3f5f-f111-a826-00224805fc91","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Drift.Detection.Queue","2fd30de8-3f5f-f111-a826-00224805fcc4","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Evidence.Publish.Queue","d8489bf0-3f5f-f111-a826-00224805f9dd","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Exception.Remediation.Queue","ac89d1ef-3f5f-f111-a826-00224805fc91","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Gate.Review.Queue","59ea83ea-3f5f-f111-a826-00224805f9dd","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
"2026-06-16T18:05:55-03:00","DATAVERSE_WORKQUEUES_LIVE_20260616.csv","SDU","SDU.Matrix.Intake.Queue","b776b5e7-3f5f-f111-a826-00224805f8f9","metadata_match","Sanitized metadata crosswalk; no document or flow execution."
