"captured_at_local","name","workflowid","category","statecode","statuscode","type","created_on","modified_on","classification","source"
"2026-06-16T17:57:17-03:00","Flujo de investigación de competidores","7973fe19-f140-f011-877a-000d3a316d84","5","0","1","1","28/11/2025 15:36:26","4/2/2026 06:28:32","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Oculta el control de formulario de sonido en la administración si no está habilitada","27a226bd-4db9-ea11-a812-000d3a338108","2","1","2","1","28/11/2025 10:47:46","28/11/2025 15:57:52","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Establecer texto predeterminado en el campo Nombre de usuario de Twitter","4b3ece8d-874e-ea11-a812-000d3a33f42d","2","1","2","1","15/6/2026 07:02:45","15/6/2026 07:34:43","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de orquestación de investigación de oportunidades de inicio de agentes de ventas","c4168e55-fc53-f011-877b-000d3a33f5b1","5","0","1","1","28/11/2025 15:50:15","15/3/2026 05:01:04","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de orquestación de investigación de oportunidades de actualización de agentes de ventas","6f768714-8455-f011-877b-000d3a33f5b1","5","0","1","1","28/11/2025 15:50:15","28/11/2025 15:50:15","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Deal Risk Flow","009d4128-2a30-f011-8c4d-000d3a345a9c","5","0","1","1","28/11/2025 15:50:15","20/4/2026 05:16:51","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","OpportunityAccountResearchTriggerFlow","ea692e90-fb34-f011-8c4e-000d3a345a9c","5","0","1","1","28/11/2025 15:50:15","23/5/2026 03:40:09","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","RCS flow","7dadbeea-cc3f-f011-877a-000d3a353aa9","5","0","1","1","28/11/2025 15:50:15","11/4/2026 09:56:22","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","RCS de enriquecimiento de datos","9d2e4d42-cbdc-f011-8544-000d3a36b1fe","5","0","1","1","4/2/2026 07:31:08","29/4/2026 05:25:40","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ejecutar agente de divulgación","fabaf65f-5b15-f011-998a-000d3a36d7fd","5","0","1","1","28/11/2025 15:44:42","29/4/2026 05:10:58","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Email Insights cleanup Job","c7b4c8ce-0daa-f011-bbd3-000d3a36e2bd","5","0","1","1","28/11/2025 15:50:15","3/6/2026 08:19:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Deal Importance Flow","ff508a81-1730-f011-8c4e-000d3a37465f","5","0","1","1","28/11/2025 15:50:15","20/4/2026 05:16:50","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Invocar agente de administración de casos","ced4fe0e-a135-f011-8c4e-000d3a3755b8","5","0","1","1","13/1/2026 07:30:54","24/4/2026 07:09:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ocultar o mostrar Delegado por (CreatedBy)","748f1b14-76f1-ec11-bb3d-000d3a379ede","2","1","2","1","28/11/2025 04:26:21","28/11/2025 15:57:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ocultar o mostrar campos de usuarios delegados","3d0ac553-76f1-ec11-bb3d-000d3a379ede","2","1","2","1","28/11/2025 04:26:21","28/11/2025 15:57:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Administrar la visibilidad del campo de tamaño de imagen","1caae58a-76f1-ec11-bb3d-000d3a379ede","2","1","2","1","28/11/2025 04:26:21","28/11/2025 15:57:54","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de validación de correo electrónico: clientes potenciales","7242af12-d09b-ef11-a72d-000d3a37c6e6","5","0","1","1","28/11/2025 15:36:26","17/2/2026 07:14:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","OCRuleItemLiveWorkStreamRule","0b092643-8faa-e811-8149-000d3a38c020","2","1","2","1","28/11/2025 10:47:50","28/11/2025 15:57:55","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Establezca la visibilidad de Asignar elemento de trabajo después de rechazarse","278c2054-5b8e-e811-a950-000d3a3ab637","2","1","2","1","28/11/2025 10:47:54","28/11/2025 15:57:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Simulación automática de casos","9d73ffe9-19ea-f011-8407-000d3a3ad0e7","5","0","1","1","13/2/2026 08:52:09","12/5/2026 09:10:02","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Respuesta del representante al proceso CSCaseClosure","38a263eb-9f29-f111-88b3-000d3a3b4df3","3","1","2","2","27/3/2026 05:43:49","27/3/2026 05:43:49","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Al guardar CSCaseFollowupAgent se generó el correo electrónico de seguimiento","61de6cf1-9f29-f111-88b3-000d3a3b4df3","3","1","2","2","27/3/2026 05:43:56","27/3/2026 05:43:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Actualización del propietario de LOB","01528bdd-b093-f011-b41b-000d3a3baf9b","5","0","1","1","28/11/2025 14:18:14","28/11/2025 14:18:14","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Opportunity Competitor Research Flow","0a6a1321-aa47-f011-877a-000d3a3bc8d8","5","0","1","1","28/11/2025 15:50:15","3/6/2026 08:19:22","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Visibilidad de código de error","58fdbe71-4ee4-e811-815b-000d3a47f23f","2","1","2","1","27/11/2025 20:45:49","28/11/2025 15:57:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo Actualizar estado del modelo de buscador de aptitudes","c4ecb3a5-9fcd-ea11-a812-000d3a56963a","5","0","1","1","28/11/2025 11:18:18","28/11/2025 11:18:18","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo Cargar datos de entrenamiento","bda9ee22-a5cd-ea11-a812-000d3a56963a","5","0","1","1","28/11/2025 11:18:20","28/11/2025 11:18:20","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Buscar flujo de artículo de conocimientos de Dynamics 365","87023c69-962c-ec11-b6e6-000d3a574957","5","0","1","1","28/11/2025 00:05:40","28/11/2025 00:05:40","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Agente de cierre de ventas: probar agente","8bca7792-a160-f011-bec2-000d3a58bb93","5","0","1","1","16/6/2026 04:44:14","16/6/2026 04:44:14","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Mensaje de error cuando se selecciona un canal secundario","c66576da-5720-ea11-a810-000d3a5911bc","2","1","2","1","28/11/2025 10:47:44","28/11/2025 15:57:57","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CustomMessagingBusinessRule","cb8ed65a-5865-ea11-a811-000d3a591550","2","1","2","1","15/6/2026 07:02:43","15/6/2026 07:10:03","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de representante CSCaseFollowup","3487d9d2-2596-ef11-a72c-000d3a591c2a","5","0","1","1","13/1/2026 07:30:53","27/3/2026 05:34:30","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de sintetizador de resumen","872762bd-1e31-f011-8c4e-000d3a5924ff","5","0","1","1","28/11/2025 15:36:27","28/11/2025 15:36:27","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ChangeVisiblilityOfButtonsOnAutoAccept","e78a2e78-d5a0-ea11-a812-000d3a59a6cd","2","1","2","1","28/11/2025 07:35:14","28/11/2025 15:57:58","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de orquestación del microagente de ventas","5a16a36b-2253-f011-877b-000d3a59ab7c","5","0","1","1","28/11/2025 15:50:15","3/4/2026 07:25:47","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Agente de cierre de ventas: ejecutar orquestador","277cc98f-9351-f011-877a-000d3a59d686","5","0","1","1","16/6/2026 04:44:14","16/6/2026 04:44:14","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Agente de cierre de ventas: ejecutar agente de interacción","fac05cf2-9451-f011-877a-000d3a59d686","5","0","1","1","16/6/2026 04:44:14","16/6/2026 04:44:14","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ConversationKnowledgeHarvestTriggerFlow","05f4737c-ba09-f011-bae1-000d3a5a14e6","5","0","1","1","24/1/2026 09:41:32","24/1/2026 09:41:32","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Reasignar entidad y notificar al propietario","2b73fdfb-6b4b-f011-877a-000d3a5a42a9","5","0","1","1","28/11/2025 15:29:37","17/2/2026 07:09:20","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Agente de calificación de clientes potenciales","5d19a323-9491-ef11-8a69-000d3a5ac11b","5","0","1","1","28/11/2025 15:36:27","26/3/2026 08:12:39","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Get NBA Suggested Actions Response","0329214c-e90e-f111-8341-000d3a5ce9e3","3","1","2","2","21/2/2026 05:51:00","21/2/2026 05:51:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Establecer el valor predeterminado en Documento","70bdf579-21f8-ea11-a81e-000d3a5f91ba","2","1","2","1","28/11/2025 05:50:15","28/11/2025 15:57:59","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Mostrar u ocultar proveedores de exploración compartida","90ff49a6-8d22-ea11-a81e-000d3a6cb7b8","2","1","2","1","27/5/2026 09:56:31","27/5/2026 10:06:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Mostrar u ocultar proveedores de pantalla compartida","aa28cf9a-8e22-ea11-a81e-000d3a6cb7b8","2","1","2","1","27/5/2026 09:56:32","27/5/2026 10:06:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Regla de negocio del nombre de análisis de opinión","a6ccd520-a159-e911-8194-000d3a6d80a7","2","1","2","1","28/11/2025 10:47:52","28/11/2025 15:58:00","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","EnablingPickRule","10d152e2-b662-ea11-a81a-000d3a6dc914","2","1","2","1","28/11/2025 10:47:44","28/11/2025 15:58:01","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Mostrar u ocultar los campos msdyn_Image y msdyn_File.","b9f2d88b-e594-ea11-a81e-000d3a6e4f3e","2","1","2","1","28/11/2025 05:50:15","28/11/2025 15:58:01","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear o desbloquear el campo Tipo de datos adjuntos según los campos msdyn_Image o msdyn_File","7cf79914-5f95-ea11-a81e-000d3a6e4f3e","2","1","2","1","28/11/2025 05:50:15","28/11/2025 15:58:02","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","LockLWSforskillattachmentruleitem","a97bf3e7-c0be-e911-a81a-000d3a702bf6","2","1","2","1","28/11/2025 11:12:38","28/11/2025 15:58:04","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Mostrar u ocultar campos de bot","6c689daf-b1cb-e811-a94c-000d3a7083a8","2","0","1","1","28/11/2025 10:47:43","28/11/2025 15:58:05","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear URI de devolución de llamada y token de comprobación","d317bf84-cbac-e911-819a-000d3a71de88","2","1","2","1","29/5/2026 06:18:23","29/5/2026 06:24:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Visibilidad de proveedor de ubicación geográfica","f002510a-7a30-e911-a81a-000d3a7541ce","2","1","2","1","27/5/2026 09:56:29","27/5/2026 10:06:53","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Validación de campo de bot","375c3f7f-9849-e911-a81b-000d3a76773b","2","1","2","1","28/11/2025 13:20:46","28/11/2025 15:58:06","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ejecutar microagente de entrega","0c2ee297-f051-f011-bec1-000d3a896445","5","0","1","1","28/11/2025 15:29:37","29/4/2026 05:05:07","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Cerrar automáticamente conversaciones expiradas","fb46af82-2507-ed11-82e4-000d3a98ae3f","5","0","1","1","28/11/2025 10:47:42","28/11/2025 10:47:42","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Flujo de tiempo de espera de secuencia adaptable de Sales Insights","b74e644f-6261-eb11-a812-000d3a9a84af","5","0","1","1","28/11/2025 12:45:21","28/11/2025 12:45:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Mostrar u ocultar campo de marcador de posición","43335713-0494-e811-8162-000d3aa0ae38","2","1","2","1","27/5/2026 09:56:31","27/5/2026 10:06:56","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","El nombre no debe contener un carácter restringido","6aac6b49-3a9a-e811-8162-000d3aa13c24","2","1","2","1","28/11/2025 10:47:48","28/11/2025 15:58:07","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Validar Asignar elemento de trabajo después de rechazarse","ff2b8222-7894-e811-8162-000d3aa152de","2","1","2","1","28/11/2025 10:47:56","28/11/2025 15:58:08","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","OCRuleItemQueuerule","a277adf8-4f62-e811-8157-000d3aa1eaeb","2","1","2","1","28/11/2025 10:47:50","28/11/2025 15:58:09","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","OCRuleItemAgentrule","9e4af78a-5062-e811-8157-000d3aa1eaeb","2","1","2","1","28/11/2025 10:47:50","28/11/2025 15:58:09","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","LockPresenceNameAfterFirstInput","633165a2-0d75-e811-8162-000d3aa3b2ed","2","1","2","1","28/11/2025 10:47:47","28/11/2025 15:58:10","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Anonimizar agente","f921c344-5691-e811-a964-000d3af03d2e","2","1","2","1","27/5/2026 09:56:27","27/5/2026 10:06:51","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Ocultar campos si los registros son de tipo OrganizationHealth","51512f78-7504-e911-816a-000d3af752b6","2","1","2","1","28/11/2025 03:49:29","26/2/2026 03:43:29","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear AnalysisComponentType cuando la entidad exista","378c978f-aee2-e811-8158-000d3af78f35","2","1","2","1","28/11/2025 03:49:30","26/2/2026 03:43:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Atributo BotProvider predeterminado","d29b4c53-68ce-e911-a81c-000d3af7ded2","2","1","2","1","28/11/2025 13:22:16","28/11/2025 15:58:21","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Set default Timeout ","7f5b0d0e-c2af-e711-8124-000d3af99683","2","1","2","1","27/11/2025 22:14:57","28/11/2025 15:58:22","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear el campo Vinculado por","52285436-b1af-ec11-9846-000d3afba027","2","1","2","1","27/11/2025 23:47:39","28/11/2025 15:58:23","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear el campo Fecha de vinculación","b4841717-b5af-ec11-9846-000d3afba027","2","1","2","1","27/11/2025 23:47:39","28/11/2025 15:58:24","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear el campo Desvinculado por","7cb56478-b5af-ec11-9846-000d3afba027","2","1","2","1","27/11/2025 23:47:39","28/11/2025 15:58:25","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Bloquear el campo Fecha de desvinculación","7291858d-b7af-ec11-9846-000d3afba027","2","1","2","1","27/11/2025 23:47:40","28/11/2025 15:58:25","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Reglas de visibilidad basadas en distribución de trabajo","25aafdc4-9ce8-e811-8158-000d3afd54bb","2","1","2","1","28/11/2025 10:47:56","28/11/2025 15:58:26","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IoT: es dispositivo simulado","f97e59ff-f715-e911-817c-000d3afd8310","2","1","2","1","28/11/2025 05:55:07","28/11/2025 15:58:27","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Visibilidad de mensaje de excepción","fc3a60cd-7ddc-e811-8161-000d3afd9179","2","1","2","1","27/11/2025 20:45:49","28/11/2025 15:58:28","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Visibilidad de sobrescribir personalizaciones","d7e5c201-80dc-e811-8161-000d3afd9179","2","1","2","1","27/11/2025 20:45:49","28/11/2025 15:58:28","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Deshabilitar términos restantes","f25c7842-e69d-e711-80f2-00155d178b02","2","1","2","1","28/11/2025 05:21:18","28/11/2025 15:58:29","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Regla del filtro de tiempo de la configuración del modelo de tema","dd9ed7c7-a870-e511-80d1-00155d42aaab","2","1","2","1","28/11/2025 05:16:23","28/11/2025 15:58:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IoT - Mandate device fields","70e45090-6f6a-e611-8106-00155db8820b","2","1","2","1","28/11/2025 05:55:07","28/11/2025 15:58:32","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Regla de estado del campo de contacto del conjunto de recursos","530fb951-c69e-e511-80e7-00155db9c10d","2","1","2","1","28/11/2025 04:48:37","28/11/2025 15:58:33","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Regla de estado del campo de usuario del conjunto de recursos","c0df4585-c69e-e511-80e7-00155db9c10d","2","1","2","1","28/11/2025 04:48:38","28/11/2025 15:58:33","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Regla de estado del campo de cuenta del conjunto de recursos","91d3f5d3-c69e-e511-80e7-00155db9c10d","2","1","2","1","28/11/2025 04:48:37","28/11/2025 15:58:34","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IoT - Lock device fields","169dfccc-d258-e611-810b-00155dbd6a1d","2","1","2","1","28/11/2025 05:55:07","28/11/2025 15:58:35","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IoT - Show Registration Message","5f483cc9-da58-e611-810b-00155dbd6a1d","2","1","2","1","28/11/2025 05:55:10","28/11/2025 15:58:35","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IoT - Show status reason","c78d7f47-e66f-e611-810c-00155dbd6a1d","2","1","2","1","28/11/2025 05:55:10","28/11/2025 15:58:36","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Opportunity Research Customization Agent Trigger","d2f3f817-5dae-f011-bbd4-002248028971","5","0","1","1","10/1/2026 02:41:41","11/4/2026 09:56:22","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","InvokeHideReserveEntities","f21a2754-d4cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 21:02:11","27/11/2025 21:02:11","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","Set default Timeout ","ae15287e-decb-f011-8543-002248028cf4","2","1","2","2","27/11/2025 22:14:59","28/11/2025 15:58:37","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","BatchGetFlowMachineStatus","f104fc89-e0cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:29:30","27/11/2025 22:29:30","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetPublicKey","f704fc89-e0cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:29:30","27/11/2025 22:29:30","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","instalar","0005fc89-e0cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:29:31","27/11/2025 22:29:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","LeaveGroup","0805fc89-e0cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:29:31","27/11/2025 22:29:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","PowerAutomateProxy","1105fc89-e0cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:29:31","27/11/2025 22:29:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","RegisterFlowMachine","1705fc89-e0cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:29:31","27/11/2025 22:29:31","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","AlmHandler","1aefca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:16","27/11/2025 22:49:16","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","AnalyzeSentiment","20efca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:16","27/11/2025 22:49:16","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","BatchPrediction","26efca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:16","27/11/2025 22:49:16","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CancelTraining","2fefca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","CategorizeText","38efca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","DetectLanguage","3eefca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ExtractKeyPhrases","44efca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","ExtractTextEntities","4aefca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","GetJobStatus","50efca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
"2026-06-16T17:57:17-03:00","IsPaiEnabled","56efca4c-e3cb-f011-8543-002248028cf4","3","1","2","2","27/11/2025 22:49:17","27/11/2025 22:49:17","live_rows_confirmed","dataverse_webapi_workflows"
