task_id,title,base_sha,branch,lane_id,lead_agent,owner_agent,reviewer_agent,read_scope,write_scope,lock_key,dependency,max_parallel,allowed_actions,blocked_actions,rollback,postcheck,evidence,validator,status,stop_condition
vsi.agent.task.011,Abrir uso real de Agile Agent Canvas sobre allowlist preparada,77e5fdb,codex/vsi-agent-task-dashboard,agile_canvas_programming_lane,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,.agents/codex/orders/ORDER_VSI_AGILE_AGENT_CANVAS_PROGRAMMING_LANE_20260606.md|.agileagentcanvas-context|local-agent-bridge/tests/mock_bridge_flow.mjs,.agileagentcanvas-context/README.md|.agileagentcanvas-context/vision.json|.agileagentcanvas-context/discovery/product-brief.json|.agileagentcanvas-context/planning/prd.json|.agileagentcanvas-context/planning/epics.json|local-agent-bridge/tests/mock_bridge_flow.mjs|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.aac_programming_lane,vsi.agent.task.004,1,activate repo-local Agile Agent Canvas lane|write only allowlisted artifacts|assert local tests|run governance validators,edit outside allowlist|auto-sync external providers|call Jira|call OpenAI API|call Microsoft Graph|store secrets|production write,git restore explicit task files,canvas artifacts declare ACTIVE_LOCAL_GOVERNED_USE; dashboard tests and governance validators PASS,Agile Agent Canvas artifacts plus queue row plus validator output,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,programming_lane_exits_allowlist
vsi.agent.task.012,Mostrar carril activo Agile Agent Canvas en tablero vivo,e55ab04,codex/vsi-agent-task-dashboard,agile_canvas_active_lane_dashboard,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,.agileagentcanvas-context/planning/prd.json|.agileagentcanvas-context/planning/epics.json|local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs,local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.aac_active_lane_dashboard,vsi.agent.task.011,1,read activeGovernedLane from canvas PRD|expose active_governed_lane in dashboard API|render carril activo in human UI|assert tests|run validators,change machine ids|change API status values|execute live providers|store secrets|production write|edit outside allowlist,git restore explicit task files,/api/dashboard exposes active_governed_lane ACTIVE_LOCAL_GOVERNED_USE and UI contains Carril activo,dashboard API smoke plus npm test plus local validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,active_lane_not_visible_in_dashboard
vsi.agent.task.013,Activar acciones locales seleccionables dentro del tablero,cd3f4f0,codex/vsi-agent-task-dashboard,local_dashboard_actions,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_actions,vsi.agent.task.012,1,expose local_actions in API|render selectable local actions in UI|preserve no-shell execution boundary|run local tests and validators,execute arbitrary shell from dashboard|call live providers|store secrets|change API status values|production write,git restore explicit task files,/api/dashboard exposes local_actions and UI contains Acciones locales without shell execution endpoint,dashboard API/page probe plus npm test plus local validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,local_dashboard_action_boundary_missing
vsi.agent.task.014,Activar ejecucion guiada de postcheck local desde tablero,3b82ac1,codex/vsi-agent-task-dashboard,local_dashboard_guided_postcheck,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/server.mjs|local-agent-bridge/src/localActions.mjs|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/matrices/routes_matrix.csv|local-agent-bridge/public/index.html|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py,local-agent-bridge/src/server.mjs|local-agent-bridge/src/localActions.mjs|local-agent-bridge/src/dashboardData.mjs|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/matrices/routes_matrix.csv|local-agent-bridge/public/index.html|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_guided_postcheck,vsi.agent.task.013,1,add purpose-built local action endpoint|run allowlisted postcheck only|show result in dashboard|preserve shell command endpoint blocked|run local validators,execute arbitrary shell from dashboard|accept user supplied command|call live providers|store secrets|production write|non-loopback execution,git restore explicit task files,POST /api/local-actions/run for local.action.prepare_local_validation returns PASS with allowlisted postchecks and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,local_action_postcheck_allowlist_missing
vsi.agent.task.015,Activar revision estructurada de cola local desde tablero,395162c,codex/vsi-agent-task-dashboard,local_dashboard_task_queue_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_task_queue_review,vsi.agent.task.014,1,run structured queue review|detect duplicate task ids|detect missing dependencies|detect missing lock keys|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|change status values from UI|call live providers|store secrets|production write,git restore explicit task files,POST /api/local-actions/run for local.action.review_task_queue returns PASS with review_result and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,task_queue_structured_review_executed_validated
vsi.agent.task.016,Activar revision de paquetes live-gateados desde tablero,15b6a70,codex/vsi-local-actions-next,local_dashboard_live_gate_packet_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,.agents/codex/orders/ORDER_VSI_JIRA_READ_20260606.md|.agents/codex/orders/ORDER_VSI_OPENAI_LIVE_20260606.md|.agents/codex/orders/ORDER_VSI_MICROSOFT_LIVE_20260606.md|local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/orders/ORDER_VSI_POWER_PLATFORM_DRY_RUN_20260607.md|.agileagentcanvas-context/planning/prd.json|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_live_gate_packet_review,vsi.agent.task.015,1,add structured live-gate packet review|prepare Power Platform dry-run packet|detect missing packet fields|preserve no-live boundary|run local validators,call Jira|call OpenAI API|call Microsoft Graph|run PAC auth|run Power Platform apply|store secrets|production write|execute arbitrary shell from dashboard,git restore explicit task files,POST /api/local-actions/run for local.action.review_live_gate_packets returns PASS with gate_packet_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus order packet validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,live_gate_packet_review_executed_validated
vsi.agent.task.017,Activar revision estructurada del carril Agile Canvas desde tablero,90321a0,codex/vsi-local-actions-next,local_dashboard_canvas_lane_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,.agileagentcanvas-context/planning/prd.json|.agileagentcanvas-context/planning/epics.json|local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_canvas_lane_review,vsi.agent.task.016,1,run structured canvas lane review|parse canvas artifacts|review write allowlist|review validators|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|external sync,git restore explicit task files,POST /api/local-actions/run for local.action.inspect_canvas_lane returns PASS with canvas_lane_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,canvas_lane_structured_review_executed_validated
vsi.agent.task.018,Activar revision estructurada del contrato bridge desde tablero,fd15724,codex/vsi-local-actions-next,local_dashboard_bridge_contract_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/matrices/routes_matrix.csv|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_bridge_contract_review,vsi.agent.task.017,1,run structured bridge contract review|review loopback transport|review local action allowlist|review route matrix|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|change route side effects,git restore explicit task files,POST /api/local-actions/run for local.action.review_bridge_contract returns PASS with bridge_contract_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,bridge_contract_structured_review_executed_validated
vsi.agent.task.019,Activar revision de integridad del tablero desde acciones locales,7df0886,codex/vsi-dashboard-max-stack,local_dashboard_integrity_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_dashboard_integrity_review,vsi.agent.task.018,1,run structured dashboard integrity review|verify local action count|verify queue counts|verify canvas artifacts|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|external sync,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_dashboard_integrity returns PASS with dashboard_integrity_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,dashboard_integrity_review_executed_validated
vsi.agent.task.020,Activar revision de frontera de acciones locales desde tablero,7df0886,codex/vsi-dashboard-max-stack,local_dashboard_action_boundary_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_action_boundary_review,vsi.agent.task.019,1,run structured local action boundary review|verify execution plans|verify stop conditions|verify no shell exposure|verify no live execution|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|change route side effects,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_action_boundary returns PASS with action_boundary_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,action_boundary_review_executed_validated
vsi.agent.task.021,Activar readiness agregado del tablero desde acciones locales,7df0886,codex/vsi-dashboard-max-stack,local_dashboard_readiness_bundle_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_readiness_bundle_review,vsi.agent.task.020,1,run structured readiness bundle review|aggregate queue review|aggregate canvas review|aggregate gate packet review|aggregate bridge contract review|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|external sync,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_readiness_bundle returns PASS with readiness_bundle_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,readiness_bundle_review_executed_validated
vsi.agent.task.022,Activar revision de traducciones humanas del tablero,f0a3fc2,codex/vsi-dashboard-governance-stack,local_dashboard_ui_translation_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_ui_translation_review,vsi.agent.task.021,1,run structured UI translation review|verify human labels|verify result renderers|verify file fallback|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|change machine ids,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_ui_translation_integrity returns PASS with ui_translation_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,ui_translation_review_executed_validated
vsi.agent.task.023,Activar revision de linaje de tareas VSI,f0a3fc2,codex/vsi-dashboard-governance-stack,local_dashboard_task_lineage_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_task_lineage_review,vsi.agent.task.022,1,run structured task lineage review|detect dependency cycles|verify lock keys|verify codex branches|verify validated status|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|rewrite history,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_task_lineage returns PASS with task_lineage_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,task_lineage_review_executed_validated
vsi.agent.task.024,Activar revision de sincronía historias-tareas,f0a3fc2,codex/vsi-dashboard-governance-stack,local_dashboard_canvas_story_sync_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_canvas_story_sync_review,vsi.agent.task.023,1,run structured canvas story sync review|verify story totals|verify functional references|verify recent task rows|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|external sync,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_canvas_story_sync returns PASS with canvas_story_sync_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,canvas_story_sync_review_executed_validated
vsi.agent.task.025,Activar revision de sincronía contrato-rutas,9826bc0,codex/vsi-dashboard-runtime-stack,local_dashboard_route_contract_sync_review,court.thot_schema,codex.workspace_guardian,court.seshat_evidence,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/matrices/routes_matrix.csv|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv|.agileagentcanvas-context/planning/epics.json,local-agent-bridge/src/localActions.mjs|local-agent-bridge/public/index.html|local-agent-bridge/contracts/local-agent-bridge.contract.json|local-agent-bridge/README.md|local-agent-bridge/tests/mock_bridge_flow.mjs|scripts/validators/local_agent_bridge_validator.py|.agileagentcanvas-context/planning/epics.json|.agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,lock.vsi.local_route_contract_sync_review,vsi.agent.task.024,1,run structured route contract sync review|verify allowed routes|verify route matrix|verify local action route blocks|preserve no-shell boundary|run local validators,execute arbitrary shell from dashboard|dispatch live agents|call live providers|store secrets|production write|change route side effects,git restore -- local-agent-bridge/src/localActions.mjs local-agent-bridge/public/index.html local-agent-bridge/contracts/local-agent-bridge.contract.json local-agent-bridge/README.md local-agent-bridge/tests/mock_bridge_flow.mjs scripts/validators/local_agent_bridge_validator.py .agileagentcanvas-context/planning/epics.json .agents/codex/matrices/VSCODE_INSIDERS_AGENT_TASK_QUEUE_20260606.csv,POST /api/local-actions/run for local.action.review_route_contract_sync returns PASS with route_contract_sync_review and command_execution_exposed=false,endpoint smoke plus npm test plus bridge validator plus governance validators,npm test --prefix local-agent-bridge|python scripts/validators/local_agent_bridge_validator.py|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_parallel_order_governance.ps1|.agents/codex/tools/local_validate_agent_layer.ps1|.agents/codex/tools/local_validate_capability_use_hardening.ps1|git diff --check,EXECUTED_LOCAL_VALIDATED,route_contract_sync_review_executed_validated
