"execution_id","scope_type","target_id","repository_full_name","local_path","owner_agent","reviewer_agent","execution_mode","codex_cloud_environment_label","codex_cloud_status","mandatory_discovery_skill","capability_preflight","allowed_autonomous_actions","requires_order_for","blocked_actions","required_recipe","required_tool","evidence","validator","status","stop_condition"
"autonomous.agent.court.thot_schema","agent","court.thot_schema","NO_APLICA",".agents\codex\agents\03_CORTE_EJECUTORA\court.thot_schema.md","court.thot_schema","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.agent.rey.migration_planner","agent","rey.migration_planner","NO_APLICA",".agents\codex\agents\02_REGISTRO_Y_CARTOGRAFIA\rey.migration_planner.md","rey.migration_planner","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.agent.tech.reference_librarian","agent","tech.reference_librarian","NO_APLICA",".agents\codex\agents\05_SOPORTE_TECNICO\tech.reference_librarian.md","tech.reference_librarian","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.agent.codex.workspace_guardian","agent","codex.workspace_guardian","NO_APLICA",".agents\codex\agents\05_SOPORTE_TECNICO\codex.workspace_guardian.md","codex.workspace_guardian","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.D_CABINA_UNIVERSAL_ROOT","repo","D_CABINA_UNIVERSAL_ROOT","universo-rey/cabina-universal-d","C:/Users/enzo1/Documents/GitHub/cabina-universal-d","rey.control_plane_orchestrator","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","universo-rey/cabina-universal-d","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f119843d4832e9ed821834222c003_ready_no_diff|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.ORGANIZACION","repo","ORGANIZACION","universo-rey/organizacion","C:/Users/enzo1/Documents/GitHub/organizacion","rey.control_plane_orchestrator","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","universo-rey/organizacion","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f4b4d699c832ea45166ff611319da_ready_no_diff|codex_cloud_status|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.TORRE_GEMELA_ESCRIBANIA","repo","TORRE_GEMELA_ESCRIBANIA","SeshatSgin/torre-gemela-escribania","C:/Users/enzo1/Documents/GitHub/torre-gemela-escribania","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/torre-gemela-escribania","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44bae1d8832eb16cef684dcc5048_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.TGE_AGENTIC_RUNTIME","repo","TGE_AGENTIC_RUNTIME","SeshatSgin/tge-agentic-runtime-control-escribania","C:/Users/enzo1/Documents/GitHub/tge-agentic-runtime-control-escribania","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/tge-agentic-runtime-control-escribania","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44bae02c832e9fe54ad8744caeec_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.SGIN_CUMPLIMIENTO","repo","SGIN_CUMPLIMIENTO","SeshatSgin/sgin-cumplimiento","C:/Users/enzo1/Documents/GitHub/sgin-cumplimiento","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/sgin-cumplimiento","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f4ee18c3c832eb9f0a6dbc427e65b_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.CDF_SOLUCIONES","repo","CDF_SOLUCIONES","SeshatSgin/cdf-soluciones","C:/Users/enzo1/Documents/GitHub/cdf-soluciones","universe.modo_on_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/cdf-soluciones","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f449fb378832eb39503e3c5a212bf_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.JARA_CONSULTORES","repo","JARA_CONSULTORES","SeshatSgin/jara-consultores","C:/Users/enzo1/Documents/GitHub/jara-consultores","universe.modo_on_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/jara-consultores","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44baf768832e8f022011bbeb2a56_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.MODO_ON_FOUNDATION","repo","MODO_ON_FOUNDATION","SeshatSgin/modo-on-foundation","C:/Users/enzo1/Documents/GitHub/modo-on-foundation","universe.modo_on_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","NO_DISPONIBLE_ENV","NO_VISIBLE_ENVIRONMENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","01_GOVERNANCE_REGISTRY/GITHUB_BASE_WORK_MATRIX.csv|NO_DISPONIBLE_ENV",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","BLOCKED_NO_CODEX_CLOUD_ENVIRONMENT","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.SDU_CANON","repo","SDU_CANON","SeshatSgin/sdu-canon","C:/Users/enzo1/Documents/GitHub/sdu-canon","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","NO_DISPONIBLE_ENV","NO_VISIBLE_ENVIRONMENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","01_GOVERNANCE_REGISTRY/GITHUB_BASE_WORK_MATRIX.csv|NO_DISPONIBLE_ENV",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","BLOCKED_NO_CODEX_CLOUD_ENVIRONMENT","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.SESHAT_BOOTSTRAP","repo","SESHAT_BOOTSTRAP","SeshatSgin/seshat-bootstrap-sdu-cn","C:/Users/enzo1/Documents/GitHub/seshat-bootstrap-sdu-cn","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/seshat-bootstrap-sdu-cn","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44d350a4832eae44f048539ca357_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.SGIN","repo","SGIN","universo-rey/Sgin","C:/Users/enzo1/Documents/GitHub/Sgin","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","Sgin","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f144bfee4832ebe5523def080f921_ready_no_diff|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.TCU_AGENTIC_RUNTIME","repo","TCU_AGENTIC_RUNTIME","SeshatSgin/tcu-agentic-runtime-control","C:/Users/enzo1/Documents/GitHub/tcu-agentic-runtime-control","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/tcu-agentic-runtime-control","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44d34a58832e89c7c72b0e56f45f_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo.MICROSOFT_AGENTS_GOVERNED_LAB","repo","MICROSOFT_AGENTS_GOVERNED_LAB","universo-rey/microsoft-agents-governed-lab","C:/Users/enzo1/Documents/GitHub/microsoft-agents-governed-lab","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","universo-rey/microsoft-agents-governed-lab","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff_no_apply","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f4efb4d4c832e87a3fbf0d0f62433_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo_candidate.SGIN_CLOUD","repo_candidate","SGIN_CLOUD","SeshatSgin/sgin-cloud","NO_REGISTRADO_EN_GITHUB_BASE_WORK_MATRIX","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_candidate","SeshatSgin/sgin-cloud","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","codex_cloud_status|codex_cloud_diff_no_apply|prepare_repo_registration_lane","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f19895190832ebd427cf6b955bc31_ready_no_diff|task_e_6a1f1b60bc04832e855fe676e91c9ea7_ready_no_diff_ci_mock|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY_OUT_OF_BASE_MATRIX","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
"autonomous.repo_candidate.TCU_CONTROL_PLANE","repo_candidate","TCU_CONTROL_PLANE","SeshatSgin/tcu-control-plane","REMOTE_RECOGNIZED_NOT_LOCAL_D_ROOT_REGISTERED","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_candidate","SeshatSgin/tcu-control-plane","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","codex_cloud_status|codex_cloud_diff_no_apply|prepare_repo_registration_lane","codex_cloud_exec|codex_cloud_apply|github_pr_open|microsoft_live|openai_api_live|production|permission_change|tenant_write|remote_agent_persistence","secret_materialization|microsoft_live|production|permission_change|openai_api_live|regulated_data_dump|tenant_write|remote_agent_persistence_without_order|codex_cloud_apply_without_review","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f144c06cc832e9ae317ce8ca0f1e0_ready_no_diff|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY_OUT_OF_BASE_MATRIX","codex_cloud_environment_missing|autonomous_agent_order_missing|capability_use_preflight_missing|remote_agent_persistence_without_order|secret_detected"
