"wave_id","metadata_id","tenant_id","environment_name","surface","source_artifact","target_entity_set","target_logical_name","canonical_id","display_name","classification","status","owner","evidence_ref","rollback","postcheck","validator","stop_condition","notes"
"SDU-DV-METADATA-WAVE-20260616-01","metadata:solution:011","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","solution","inventarios/DATAVERSE_SOLUTIONS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:solution:011","SPGovernanceModel","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:solution:012","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","solution","inventarios/DATAVERSE_SOLUTIONS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:solution:012","System","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:013","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:013","Enable SharePoint","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:014","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:014","Is SharePoint Enabled","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:015","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:015","Provision SharePoint Document Libraries","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:016","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:016","SDU_Dispatch_Matrix_Items_To_Work_Queues","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:017","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:017","SDU_OpenAI_Assisted_Metadata_Classifier","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:018","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:018","SDU_Process_Connection_Seed_Work_Items","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:019","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:019","SDU_Process_Dataverse_Apply_Work_Items","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:020","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:020","SDU_Process_Drift_Detection_Work_Items","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:021","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:021","SDU_Work_Queue_Agent_Dispatcher","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:022","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:022","SDU_Work_Queue_Evidence_Closeout","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:023","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:023","SDU_Work_Queue_Exception_Handler","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:024","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:024","SDU_Work_Queue_Gate_Review_Handler","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workflow:025","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workflow","inventarios/DATAVERSE_WORKFLOWS_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workflow:025","Set SharePoint Document Status","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:026","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:026","SDU.Agent.Dispatch.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:027","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:027","SDU.Connection.Seed.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:028","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:028","SDU.Dataverse.Apply.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:029","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:029","SDU.Drift.Detection.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:030","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:030","SDU.Evidence.Publish.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:031","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:031","SDU.Exception.Remediation.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:032","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:032","SDU.Gate.Review.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
"SDU-DV-METADATA-WAVE-20260616-01","metadata:workqueue:033","858a0852-44a1-413e-a0fe-f053949797d6","HUBDesarrollo","workqueue","inventarios/DATAVERSE_WORKQUEUES_LIVE_20260616.csv","prepared_metadata_only","mon_sdu_source_artifact","sdu:sgin:crosswalk:workqueue:033","SDU.Matrix.Intake.Queue","observada","METADATA_ONLY_PREPARED","SDU-CN / Corte Ejecutora","inventarios/SGIN_DATAVERSE_POWER_PLATFORM_METADATA_CROSSWALK_20260616.csv","No live write executed; rollback is remove/retire this metadata packet before apply.","Validate CSV + readback + no secrets + no payloads; if applied later, GET by canonical_id candidate_count=1.","tools/validate_proj_cdx_workbench.ps1; skill quick_validate.py","candidate_count_not_one; target_identity_ambiguous; secret_detected; postcheck_missing","Prepared metadata-only hydration row; not applied to Dataverse."
