"path","git_status","tracked_kind","class","decision","root_bucket","size_bytes","exists","safe_to_ignore","safe_to_version","owner_gate"
"hitos/20260615-agentes-atomicos-algoritmicos-en-waves-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1719","True","False","True","False"
"hitos/20260615-agentes-atomicos-algoritmicos-en-waves-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1077","True","False","True","False"
"hitos/20260615-archivo-ramas-historicas-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","466","True","False","True","False"
"hitos/20260615-archivo-ramas-historicas-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","345","True","False","True","False"
"hitos/20260615-archivo-ramas-historicas-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","725","True","False","True","False"
"hitos/20260615-archivo-ramas-historicas-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","503","True","False","True","False"
"hitos/20260615-auditar-surface-chain-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","930","True","False","True","False"
"hitos/20260615-auditar-surface-chain-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","880","True","False","True","False"
"hitos/20260615-cierre-cadena-github-auditar-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","981","True","False","True","False"
"hitos/20260615-cierre-cadena-github-auditar-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","681","True","False","True","False"
"hitos/20260615-cierre-cadena-github-auditar-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","797","True","False","True","False"
"hitos/20260615-cierre-cadena-github-auditar-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","800","True","False","True","False"
"hitos/20260615-cierre-workbench-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","809","True","False","True","False"
"hitos/20260615-cierre-workbench-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","754","True","False","True","False"
"hitos/20260615-cierre-workbench-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1176","True","False","True","False"
"hitos/20260615-cierre-workbench-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1252","True","False","True","False"
"hitos/20260615-cierre-workbench-v1/REGISTRO_HITOS.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","1401","True","False","True","False"
"hitos/20260615-cobertura-atomica-energetica-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","606","True","False","True","False"
"hitos/20260615-cobertura-atomica-energetica-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","834","True","False","True","False"
"hitos/20260615-cobertura-atomica-energetica-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1958","True","False","True","False"
"hitos/20260615-cobertura-atomica-energetica-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1234","True","False","True","False"
"hitos/20260615-hilo-origen-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1202","True","False","True","False"
"hitos/20260615-hilo-origen-v1/REGISTRO_HITOS.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","2683","True","False","True","False"
"hitos/20260615-patrones-procesos-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","956","True","False","True","False"
"hitos/20260615-politica-ramas-versionado-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","471","True","False","True","False"
"hitos/20260615-politica-ramas-versionado-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","222","True","False","True","False"
"hitos/20260615-politica-ramas-versionado-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1071","True","False","True","False"
"hitos/20260615-politica-ramas-versionado-v1/REGISTRO_HITOS.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","284","True","False","True","False"
"hitos/20260615-pr-cierre-atomico-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1121","True","False","True","False"
"hitos/20260615-projec-cdx-dataverse-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","726","True","False","True","False"
"hitos/20260615-projec-cdx-dataverse-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1153","True","False","True","False"
"hitos/20260615-semaforo-verde-historicos-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","501","True","False","True","False"
"hitos/20260615-semaforo-verde-historicos-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","492","True","False","True","False"
"hitos/20260615-semaforo-verde-historicos-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","779","True","False","True","False"
"hitos/20260615-semaforo-verde-historicos-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","593","True","False","True","False"
"hitos/20260615-wave-revision-total-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2413","True","False","True","False"
"hitos/20260615-wave-revision-total-v1/MANIFEST.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1528","True","False","True","False"
"hitos/20260615-wave-revision-total-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1567","True","False","True","False"
"hitos/20260615-wave-revision-total-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1904","True","False","True","False"
"hitos/20260616-corte-proposito-sharepoint-canon-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","926","True","False","True","False"
"hitos/20260616-corte-proposito-sharepoint-canon-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","509","True","False","True","False"
"hitos/20260616-huella-atomica-sdu-tenant-dataverse-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","657","True","False","True","False"
"hitos/20260616-huella-atomica-sdu-tenant-dataverse-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","713","True","False","True","False"
"hitos/20260616-huella-atomica-sdu-tenant-dataverse-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","699","True","False","True","False"
"hitos/20260616-manifiesto-sdu-escribania-bitsch-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1331","True","False","True","False"
"hitos/20260616-manifiesto-sdu-escribania-bitsch-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","951","True","False","True","False"
"hitos/20260616-manifiesto-sdu-escribania-bitsch-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1529","True","False","True","False"
"hitos/20260616-manifiesto-sdu-escribania-bitsch-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1332","True","False","True","False"
"hitos/20260616-manifiesto-sdu-escribania-bitsch-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1232","True","False","True","False"
"hitos/20260616-normalizacion-perfil-windows-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","970","True","False","True","False"
"hitos/20260616-normalizacion-perfil-windows-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1134","True","False","True","False"
"hitos/20260616-normalizacion-perfil-windows-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1457","True","False","True","False"
"hitos/20260616-perfil-windows-canon-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","942","True","False","True","False"
"hitos/20260616-perfil-windows-canon-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","985","True","False","True","False"
"hitos/20260616-perfil-windows-canon-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1524","True","False","True","False"
"hitos/20260616-pre-cierre-constitutivo-corte-agentes-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","585","True","False","True","False"
"hitos/20260616-pre-cierre-constitutivo-corte-agentes-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","936","True","False","True","False"
"hitos/20260616-pre-cierre-constitutivo-corte-agentes-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","3640","True","False","True","False"
"hitos/20260616-pre-cierre-constitutivo-corte-agentes-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","3531","True","False","True","False"
"hitos/20260616-sdu-dataverse-metadata-wave-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","950","True","False","True","False"
"hitos/20260616-seshat-home-sharepoint-canon-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1019","True","False","True","False"
"hitos/20260616-seshat-home-sharepoint-canon-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","489","True","False","True","False"
"hitos/20260616-seshat-home-sharepoint-canon-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","952","True","False","True","False"
"hitos/20260616-wave-atomica-documentos-pc-root-codex-mantenimiento-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1290","True","False","True","False"
"hitos/20260616-wave-atomica-documentos-pc-root-codex-mantenimiento-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1550","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-b-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","316","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-b-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1176","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-c-cdf-soluciones-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1024","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-c-jara-consultores-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1013","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-c-organizacion-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","984","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-c-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","316","True","False","True","False"
"hitos/20260616-wave-atomica-repos-lane-c-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1156","True","False","True","False"
"hitos/20260617-ab-canon-context-close-decision-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","470","True","False","True","False"
"hitos/20260617-ab-canon-context-close-decision-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","929","True","False","True","False"
"hitos/20260617-ab-canon-context-close-decision-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","619","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1386","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","794","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1531","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/METADATA_HYDRATION_MATRIX.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2273","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/METADATA_HYDRATION_MATRIX.json"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2825","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/POSTCHECK.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","933","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1339","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-dataverse-pointer-v1/ROLLBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","658","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","969","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","604","True","False","True","False"
"hitos/20260617-binding-ui-seshat-home-atomos-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","816","True","False","True","False"
"hitos/20260617-cdf-context-evidence-split-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","447","True","False","True","False"
"hitos/20260617-cdf-context-evidence-split-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","700","True","False","True","False"
"hitos/20260617-cloud-dataverse-preflight-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","481","True","False","True","False"
"hitos/20260617-cloud-dataverse-preflight-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","926","True","False","True","False"
"hitos/20260617-cloud-dataverse-preflight-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","607","True","False","True","False"
"hitos/20260617-codex-cloud-sdk-launch-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","547","True","False","True","False"
"hitos/20260617-codex-cloud-sdk-launch-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","777","True","False","True","False"
"hitos/20260617-corte-workbench-completion-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","655","True","False","True","False"
"hitos/20260617-corte-workbench-completion-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","697","True","False","True","False"
"hitos/20260617-cronologia-maestra-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","891","True","False","True","False"
"hitos/20260617-cronologia-maestra-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","721","True","False","True","False"
"hitos/20260617-cronologia-maestra-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","935","True","False","True","False"
"hitos/20260617-cronologia-maestra-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","747","True","False","True","False"
"hitos/20260617-cronologia-maestra-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","607","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1059","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1535","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/METADATA_HYDRATION_MATRIX.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2340","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/METADATA_HYDRATION_MATRIX.json"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2892","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/POSTCHECK.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","895","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1748","True","False","True","False"
"hitos/20260617-lane-b-corte-agent-index-dataverse-pointer-v1/ROLLBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","625","True","False","True","False"
"hitos/20260617-maximo-estado-real-superficies-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1500","True","False","True","False"
"hitos/20260617-maximo-estado-real-superficies-v1/FAN_IN_AGENTES_MAXIMO_ESTADO_REAL_20260617.csv"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","1581","True","False","True","False"
"hitos/20260617-maximo-estado-real-superficies-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","787","True","False","True","False"
"hitos/20260617-maximo-estado-real-superficies-v1/MAXIMO_ESTADO_REAL_SUPERFICIES_20260617.csv"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","3462","True","False","True","False"
"hitos/20260617-maximo-estado-real-superficies-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1058","True","False","True","False"
"hitos/20260617-microsoft-sgin-hitos-documental-v1/CONSOLIDACION.csv"," M","tracked","EVIDENCE","VERSIONABLE_CANON","hitos","2599","True","False","True","False"
"hitos/20260617-microsoft-sgin-hitos-documental-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1574","True","False","True","False"
"hitos/20260617-microsoft-sgin-hitos-documental-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","817","True","False","True","False"
"hitos/20260617-microsoft-sgin-hitos-documental-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1312","True","False","True","False"
"hitos/20260617-microsoft-sgin-hitos-documental-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1036","True","False","True","False"
"hitos/20260617-microsoft-sgin-hitos-documental-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1351","True","False","True","False"
"hitos/20260617-normalizacion-pendientes-post-paquetes-router-cloud-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","731","True","False","True","False"
"hitos/20260617-normalizacion-pendientes-post-paquetes-router-cloud-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","939","True","False","True","False"
"hitos/20260617-normalizacion-pendientes-post-paquetes-router-cloud-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","820","True","False","True","False"
"hitos/20260617-normalizacion-pendientes-post-paquetes-router-cloud-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","773","True","False","True","False"
"hitos/20260617-paquetes-router-agents-codex-cloud-review-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","532","True","False","True","False"
"hitos/20260617-paquetes-router-agents-codex-cloud-review-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","648","True","False","True","False"
"hitos/20260617-paquetes-router-agents-codex-cloud-review-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","821","True","False","True","False"
"hitos/20260617-plan-maestro-atomico-tenant-dataverse-codex-cloud-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2377","True","False","True","False"
"hitos/20260617-plan-maestro-atomico-tenant-dataverse-codex-cloud-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","858","True","False","True","False"
"hitos/20260617-plan-maestro-atomico-tenant-dataverse-codex-cloud-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1117","True","False","True","False"
"hitos/20260617-plan-maestro-atomico-tenant-dataverse-codex-cloud-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","2442","True","False","True","False"
"hitos/20260617-rehidratacion-dataverse-desde-paquetes-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1076","True","False","True","False"
"hitos/20260617-rehidratacion-dataverse-desde-paquetes-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","794","True","False","True","False"
"hitos/20260617-rehidratacion-dataverse-desde-paquetes-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","763","True","False","True","False"
"hitos/20260617-rehidratacion-dataverse-desde-paquetes-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1216","True","False","True","False"
"hitos/20260617-root-repos-agents-codex-review-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","515","True","False","True","False"
"hitos/20260617-root-repos-agents-codex-review-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","923","True","False","True","False"
"hitos/20260617-root-repos-agents-codex-review-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","647","True","False","True","False"
"hitos/20260617-runtime-readme-batch-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","469","True","False","True","False"
"hitos/20260617-runtime-readme-batch-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","861","True","False","True","False"
"hitos/20260617-runtime-readme-batch-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","655","True","False","True","False"
"hitos/20260617-seshat-sgin-ambiguous-content-readonly-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","606","True","False","True","False"
"hitos/20260617-seshat-sgin-ambiguous-content-readonly-v1/READBACK.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","874","True","False","True","False"
"hitos/20260617-seshat-sgin-ambiguous-content-readonly-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","642","True","False","True","False"
"hitos/20260617-thread-architecture-5-plus-1-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1105","True","False","True","False"
"hitos/20260617-thread-architecture-5-plus-1-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","795","True","False","True","False"
"hitos/20260617-thread-architecture-5-plus-1-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1133","True","False","True","False"
"hitos/20260617-thread-live-dispatch-5-plus-1-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1302","True","False","True","False"
"hitos/20260617-thread-live-dispatch-5-plus-1-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1294","True","False","True","False"
"hitos/20260617-thread-live-dispatch-5-plus-1-v1/README.md"," M","tracked","CONFIG","VERSIONABLE_CANON","hitos","1040","True","False","True","False"
"hitos/20260617-w1-repos-dirty-triage-v1/EVIDENCIA.md"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","1295","True","False","True","False"
"hitos/20260617-w1-repos-dirty-triage-v1/INDICE.csv"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","505","True","False","True","False"
"hitos/20260617-w1-repos-dirty-triage-v1/MANIFEST.yaml"," M","tracked","EVIDENCE","VERSIONABLE_READBACK","hitos","700","True","False","True","False"
