"path","git_status","tracked","category","recommended_owner_decision","requires_owner_gate","safe_to_ignore","safe_to_version","safe_to_delete","size_bytes","extension","last_write_local","notes"
".cabina/organizacion-total/out/CARRIL_2_EVIDENCE_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","585",".md","2026-06-23T02:38:40","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CARRIL_3_AGENT_SKILLS_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","581",".md","2026-06-23T02:39:32","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CARRIL_4_HARDENING_REPORT.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","793",".md","2026-06-23T02:40:02","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CARRIL_5_VSCODE_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","556",".md","2026-06-23T02:40:18","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CARRIL_6_MANUAL_REVIEW_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","413",".md","2026-06-23T02:41:22","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CARRIL_7_MULTIPLE_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","342",".md","2026-06-23T02:41:22","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CARRIL_8_DELTAS_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","474",".md","2026-06-23T02:41:57","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CODEX_CLOUD_FUNCTIONAL_LINK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","808",".md","2026-06-23T03:43:38","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/CODEX_CLOUD_HANDOFF_PROTOCOL_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","358",".md","2026-06-23T03:44:09","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/DATAVERSE_AGENT_MEMORY_BRIDGE.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","583",".md","2026-06-23T03:44:29","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/DELTA_VERSION_STATE_INDEX_ANALYSIS.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","4303",".md","2026-06-23T02:48:44","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/DIRTY_TREE_CLASSIFICATION_PREFLIGHT.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","11511",".md","2026-06-23T09:37:43","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FINAL_READBACK_CABINA_DELTA_CANONIZATION_G1.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","6743",".md","2026-06-23T09:41:30","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FINAL_READBACK_PENDING_LOCAL_SURFACES_TRIAGE.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","2308",".md","2026-06-23T02:30:27","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FINAL_READBACK_SDU_ORG_TOTAL_G1.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","2511",".md","2026-06-23T01:50:18","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FINAL_READBACK_SDU_ORG_TOTAL_G1_V3_PATHSPEC_CANONIZATION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","7079",".md","2026-06-23T02:24:23","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FUNCTIONAL_AGENT_RUNTIME_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","487",".md","2026-06-23T03:43:38","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FUNCTIONAL_VALIDATION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","1182",".md","2026-06-23T03:44:29","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/FUTURE_DELTAS_PLAN.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","2774",".md","2026-06-23T02:41:57","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/HARDENING_PATCH_PLAN.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","699",".md","2026-06-23T02:39:49","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/LOCAL_FS_PREFLIGHT.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","9107",".md","2026-06-23T04:15:17","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/LOCAL_NERVOUS_INDEX.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","589",".md","2026-06-23T04:18:35","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/LOCAL_ORDER_APPLY_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","624",".md","2026-06-23T04:18:32","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/LOCAL_ORDER_PLAN.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","852",".md","2026-06-23T04:16:43","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/LOCAL_ORDER_VALIDATION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","435",".md","2026-06-23T04:18:41","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/MANUAL_REVIEW_QUEUE_G1_V3.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","679",".md","2026-06-23T02:41:22","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/MULTIPLE_QUEUE_G1_V3.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","529",".md","2026-06-23T02:41:22","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/NERVOUS_SYSTEM_MAP_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","741",".md","2026-06-23T03:42:55","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/NERVOUS_SYSTEM_PREFLIGHT.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","1720",".md","2026-06-23T03:42:55","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/NS_CANONIZATION_PREFLIGHT.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","2563",".md","2026-06-23T03:50:32","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/PENDING_DELTAS_PROPOSAL.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","1931",".md","2026-06-23T02:30:27","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/PENDING_LOCAL_SURFACES_STATUS.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","3884",".md","2026-06-23T02:30:27","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/PENDING_LOCAL_SURFACES_TRIAGE.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","3370",".md","2026-06-23T02:30:27","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_AGENT_TEAMS_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","478",".md","2026-06-23T03:33:31","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_AUTOMATION_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","518",".md","2026-06-23T03:34:18","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_MCP_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","545",".md","2026-06-23T03:33:31","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_MONITORING_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","525",".md","2026-06-23T03:34:18","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_NERVOUS_SYSTEM_BINDING.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","705",".md","2026-06-23T03:43:38","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_PREFLIGHT_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","1602",".md","2026-06-23T03:33:31","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_SPECIALIZED_AGENTS_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","766",".md","2026-06-23T03:33:31","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_VSCODE_TASKS_AFTER_EXPANSION.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","726",".md","2026-06-23T03:35:09","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/TOP001_WRAPPER_HARNESS_DECISION.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","876",".md","2026-06-23T03:34:18","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/VERSION_STATE_INDEX_DECISION_MATRIX.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","716",".md","2026-06-23T03:06:35","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/VSCODE_LOCAL_ORDER_INTERFACE_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","566",".md","2026-06-23T04:17:34","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/VSCODE_NERVOUS_INTERFACE_READBACK.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","824",".md","2026-06-23T03:44:09","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/agent-coverage-analysis.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","3491",".md","2026-06-23T02:03:57","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/agent-role-map.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","635",".md","2026-06-23T01:49:30","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/agent-role-map.v2.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","3300",".md","2026-06-23T02:03:57","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/manual-review-analysis.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","909",".md","2026-06-23T02:03:57","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/multiple-resolution-candidates.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","648",".md","2026-06-23T02:12:37","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/multiple-triage.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","570",".md","2026-06-23T02:12:37","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/org-report.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","1150",".md","2026-06-23T01:49:48","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/preflight-readback.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","2091",".md","2026-06-23T01:49:30","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/rules-v3-diff.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","1427",".md","2026-06-23T02:03:57","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/rules-v3-to-v3.1-proposal.md","??","untracked","CONFIG_PROPOSALS","Owner decides whether to adopt/promote as a future config delta or keep as local proposal.","True","True","False","False","555",".md","2026-06-23T02:12:37","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/validation-readback.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","366",".md","2026-06-23T01:49:47","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/validation-readback.pathspec-canonization.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","366",".md","2026-06-23T02:27:15","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/out/validation-readback.v3.md","??","untracked","LOCAL_EVIDENCE_ONLY","Owner may keep local or promote selected sanitized readbacks in a future evidence lane; no action in this carril.","True","True","True","False","365",".md","2026-06-23T02:04:03","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/scripts/Invoke-SDUAgentDiscovery.ps1.previous-20260623_015727","??","untracked","SCRIPT_BACKUPS","Owner decides retention window for script backups; do not delete here.","True","True","False","False","4684",".previous-20260623_015727","2026-06-23T01:27:20","Classified by path, extension, git status, size and timestamp only; content not opened."
".cabina/organizacion-total/scripts/Invoke-SDUOrgClassifyMultiAgent.ps1.previous-20260623_020749","??","untracked","SCRIPT_BACKUPS","Owner decides retention window for script backups; do not delete here.","True","True","False","False","5205",".previous-20260623_020749","2026-06-23T01:48:58","Classified by path, extension, git status, size and timestamp only; content not opened."
".gitignore.previous-20260623_022041","??","untracked","BACKUP_RETENTION","Owner decides retention window or ignore rule in a later retention lane; do not delete here.","True","True","False","False","432",".previous-20260623_022041","2026-06-22T21:17:55","Classified by path, extension, git status, size and timestamp only; content not opened."
".gitignore.previous-20260623_093750","??","untracked","BACKUP_RETENTION","Owner decides retention window or ignore rule in a later retention lane; do not delete here.","True","True","False","False","1021",".previous-20260623_093750","2026-06-23T02:21:05","Classified by path, extension, git status, size and timestamp only; content not opened."
"operativa/tasks/20260623/CEO_RUNTIME_ENV_CONTRACT_20260623.md","??","untracked","OPERATIVA_LOCAL_EVIDENCE","Owner decides local-only retention vs future runtime evidence delta; CSV is not versioned by default.","True","True","True","False","2955",".md","2026-06-22T23:47:47","Classified by path, extension, git status, size and timestamp only; content not opened."
"operativa/tasks/20260623/CEO_RUNTIME_GOVERNANCE_MATRIX_20260623.csv","??","untracked","OPERATIVA_LOCAL_EVIDENCE","Owner decides local-only retention vs future runtime evidence delta; CSV is not versioned by default.","True","True","False","False","3910",".csv","2026-06-22T23:45:44","Classified by path, extension, git status, size and timestamp only; content not opened."
"operativa/tasks/20260623/CEO_RUNTIME_GOVERNANCE_MATRIX_20260623.csv.meta.json","??","untracked","OPERATIVA_LOCAL_EVIDENCE","Owner decides local-only retention vs future runtime evidence delta; CSV is not versioned by default.","True","True","False","False","813",".json","2026-06-22T23:44:31","Classified by path, extension, git status, size and timestamp only; content not opened."
"operativa/runtime-events/FINAL_READBACK_RUNTIME_STATE_AND_SNAPSHOT_ALIGNMENT_G1.json","??","untracked","RUNTIME_EVENT_OUTPUT","Generated runtime readback output; owner may version in future evidence lane or keep local.","True","True","True","False","1886",".json","2026-06-23T09:52:43","Classified by path, extension, git status, size and timestamp only; content not opened."
"operativa/runtime-events/FINAL_READBACK_RUNTIME_STATE_AND_SNAPSHOT_ALIGNMENT_G1.md","??","untracked","RUNTIME_EVENT_OUTPUT","Generated runtime readback output; owner may version in future evidence lane or keep local.","True","True","True","False","4269",".md","2026-06-23T09:52:43","Classified by path, extension, git status, size and timestamp only; content not opened."
